objectID,accessionNumber,artistDisplayName,title,objectDate,medium,dimensions,measurements.Height,measurements.Width,department,primaryImage
436517,49.7.8,Girolamo da Cremona,Descent from the Cross,,"Tempera on parchment, laid down on wood",6 1/4 x 4 1/2 in. (15.9 x 11.4 cm),15.9,11.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT200204.jpg
436518,20.92,Girolamo dai Libri,Madonna and Child with Saints,ca. 1520,Tempera and oil on canvas,"Arched top, 157 x 81 1/2 in. (398.8 x 207 cm)",398.8,207.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2956.jpg
436519,87.15.74,Pierre-Paul-Léon Glaize,Before the Mirror,1873,Oil on canvas,39 3/4 x 29 7/8 in. (101 x 75.9 cm),101.0,75.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23348-001.jpg
436520,63.120,Pierre Gobert,"Marie Adélaïde de Savoie (1685–1712), Duchesse de Bourgogne",1710,Oil on canvas,"Oval, 28 3/4 x 23 1/4 in. (73 x 59.1 cm)",73.0,59.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP317663.jpg
436521,29.100.15,Hugo van der Goes,Portrait of a Man,ca. 1475,Oil on wood,"Oval, overall 12 1/2 x 10 1/2 in. (31.8 x 26.7 cm); painted surface 12 1/2 x 10 1/4 in. (31.8 x 26 cm)",31.8,26.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP347299.jpg
436522,22.60.53,Hugo van der Goes,A Benedictine Monk,,Oil on wood,"Overall 9 7/8 x 7 3/8 in. (25.1 x 18.7 cm), with added strip of 3/4 in. (1.9 cm) at right",25.1,18.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19585-001.jpg
436523,71.100,Hugo van der Goes,The Adoration of the Magi,,Oil on wood,29 1/8 x 25 5/8 in. (74 x 65.1 cm),74.0,65.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP332733.jpg
436529,51.112.3,Vincent van Gogh,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",1888–89,Oil on canvas,36 × 29 in. (91.4 × 73.7 cm),91.4,73.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1396.jpg
436532,67.187.70a,Vincent van Gogh,Self-Portrait with a Straw Hat (obverse: The Potato Peeler),1887,Oil on canvas,16 x 12 1/2 in. (40.6 x 31.8 cm),40.6,31.8,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1502_cropped2.jpg
436536,1995.535,Vincent van Gogh,Women Picking Olives,1889,Oil on canvas,28 5/8 x 36 in. (72.7 x 91.4 cm),72.7,91.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17161-001.jpg
436537,20.160,Goodhart Ducciesque Master,Madonna and Child with the Annunciation and the Nativity,ca. 1310–15,"Tempera on wood, gold ground","Overall, with engaged frame, 12 1/8 x 8 1/4 in. (30.8 x 21 cm); painted surface 10 1/4 x 6 1/2 in. (26 x 16.5 cm)",30.8,21.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP367958.jpg
436538,32.100.62,Jan Gossart (called Mabuse),Portrait of a Man,ca. 1520–25,Oil on wood,18 1/2 x 13 3/4 in. (47 x 34.9 cm),47.0,34.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP231747.jpg
436539,17.190.17,Jan Gossart (called Mabuse),Anna van Bergen (1492–1541) and Her Son Hendrik (born 1519) as the Virgin and Child,,Oil on wood,Overall 17 7/8 x 13 5/8 in. (45.4 x 34.6 cm); painted surface 17 1/4 x 13 in. (43.8 x 33 cm),45.4,34.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164792.jpg
436541,06.289,Goya (Francisco de Goya y Lucientes),Sebastián Martínez y Pérez (1747–1800),1792,Oil on canvas,36 5/8 x 26 5/8 in. (93 x 67.6 cm),93.0,67.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-28009-001.jpg
436542,55.145.1,Goya (Francisco de Goya y Lucientes),"Ignacio Garcini y Queralt (1752–1825), Brigadier of Engineers",1804,Oil on canvas,41 x 32 3/4 in. (104.1 x 83.2 cm),104.1,83.2,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-28010-001.jpg
436543,55.145.2,Goya (Francisco de Goya y Lucientes),Josefa de Castilla Portugal y van Asbrock de Garcini (1775–about 1850),1804,Oil on canvas,41 x 32 3/8 in. (104.1 x 82.2 cm),104.1,82.2,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-28011-001.jpg
436544,30.95.242,Goya (Francisco de Goya y Lucientes),"Tiburcio Pérez y Cuervo (1785/86–1841), the Architect",1820,Oil on canvas,40 1/4 x 32 in. (102.2 x 81.3 cm),102.2,81.3,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP295718.jpg
436545,49.7.41,Goya (Francisco de Goya y Lucientes),Manuel Osorio Manrique de Zuñiga (1784–1792),1787–88,Oil on canvas,50 x 40 in. (127 x 101.6 cm),127.0,101.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP287624.jpg
436546,61.259,Goya (Francisco de Goya y Lucientes),"José Costa y Bonells (died l870), Called Pepito",ca. 1810,Oil on canvas,41 3/8  x 33 1/4 in. (105.1 x 84.5 cm),105.1,84.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123853.jpg
436547,29.100.180,Goya (Francisco de Goya y Lucientes),Narcisa Barañano Gayoso de Goicoechea,ca. 1805,Oil on canvas,44 1/4 x 30 3/4 in. (112.4 x 78.1 cm),112.4,78.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22705-001.jpg
436548,29.100.10,Goya (Francisco de Goya y Lucientes),Majas on a Balcony,ca. 1800–1810,Oil on canvas,76 3/4 x 49 1/2in. (194.9 x 125.7cm),194.9,125.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20750-001.jpg
436549,50.145.19,Goya,Don Bernardo de Iriarte (1735–1814),,Oil on canvas,42 1/2 x 33 1/2 in. (108 x 85.1 cm),108.0,85.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23289-001.jpg
436550,30.95.243,Goya,Infanta María Luisa (1782–1824) and Her Son Carlos Luis (1799–1883),,Oil on canvas,39 1/8 x 27 in. (99.4 x 68.6 cm),99.4,68.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22884-001.jpg
436551,51.70,Goya,"Ferdinand VII (1784–1833), When Prince of Asturias",ca. 1800,Oil on canvas,32 3/4 x 26 1/4 in. (83.2 x 66.7 cm),83.2,66.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22708-001.jpg
436552,29.100.11,Goya,"María Luisa of Parma (1751–1819), Queen of Spain",,Oil on canvas,43 1/2 x 33 1/2 in. (110.5 x 85.1 cm),110.5,85.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17561-001.jpg
436554,22.181,Goya (Francisco de Goya y Lucientes),Bullfight in a Divided Ring,ca. 1810,Oil on canvas,38 3/4 x 49 3/4 in. (98.4 x 126.4 cm),98.4,126.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22552-001.jpg
436561,1976.100.14,Benozzo Gozzoli (Benozzo di Lese di Sandro),"Saints Nicholas of Tolentino, Roch, Sebastian, and Bernardino of Siena, with Kneeling Donors",1481,"Tempera and gold on canvas, transferred from wood","Overall, with added strips, 31 x 24 3/8 in. (78.7 x 61.9 cm); painted surface 30 1/8 x 23 1/2 in. (76.5 x 59.7 cm)",78.7,61.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10247.jpg
436562,15.106.2,Benozzo Gozzoli (Benozzo di Lese di Sandro),The Conversion of Saint Paul,,Tempera on wood,15 5/8 x 18 in. (39.7 x 45.7 cm),39.7,45.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19453-001.jpg
436563,15.106.1,Benozzo Gozzoli (Benozzo di Lese di Sandro),Saint Peter and Simon Magus,,Tempera on wood,15 3/4 x 18 in. (40 x 45.7 cm),40.0,45.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19452-001.jpg
436564,15.106.3,Benozzo Gozzoli (Benozzo di Lese di Sandro),Saint Zenobius Resuscitating a Dead Child,,Tempera on wood,15 1/2 x 18 in. (39.4 x 45.7 cm),39.4,45.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19454-001.jpg
436565,15.106.4,Benozzo Gozzoli (Benozzo di Lese di Sandro),Totila before Saint Benedict,,Tempera on wood,15 1/2 x 18 in. (39.4 x 45.7 cm),39.4,45.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19455-001.jpg
436567,1970.134.1,Francesco Granacci (Francesco di Andrea di Marco),Scenes from the Life of Saint John the Baptist,ca. 1506–7,"Tempera, oil, and gold on wood",30 9/16 x 59 1/2 in. (77.6 x 151.1 cm),77.62891,151.1303,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP214411.jpg
436568,1970.134.2,Francesco Granacci,Saint John the Baptist Bearing Witness,ca. 1506–7,Oil and gold on wood,29 3/4 x 82 1/2 in. (75.6 x 209.6 cm),75.6,209.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT11166.jpg
436570,05.42,El Greco (Domenikos Theotokopoulos),The Adoration of the Shepherds,ca. 1605–10,Oil on canvas,56 7/8 x 39 7/8 in. (144.5 x 101.3 cm); with added strips 64 1/2 x 42 in. (163.8 x 106.7 cm),163.8,106.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123919.jpg
436572,1978.416,El Greco (Domenikos Theotokopoulos),Christ Healing the Blind,ca. 1570,Oil on canvas,47 x 57 1/2 in. (119.4 x 146.1 cm),119.4,146.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-26505-001.jpg
436573,29.100.5,El Greco (Domenikos Theotokopoulos),Cardinal Fernando Niño de Guevara (1541–1609),ca. 1600,Oil on canvas,67 1/4 x 42 1/2in. (170.8 x 108cm),170.8,108.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17777-001.jpg
436574,24.197.1,El Greco (Domenikos Theotokopoulos),Portrait of an Old Man,ca. 1595–1600,Oil on canvas,20 3/4 x 18 3/8 in. (52.7 x 46.7 cm),52.7,46.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-24083-001.jpg
436576,56.48,El Greco (Domenikos Theotokopoulos),The Vision of Saint John,ca. 1608–14,Oil on canvas,87 1/2 x 76 in. (222.3 x 193 cm); with added strips 88 1/2 x 78 1/2 in. (224.8 x 199.4 cm) [top truncated],222.3,193.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17641-001.jpg
436577,61.101.8,El Greco (Domenikos Theotokopoulos),Saint Andrew,ca. 1610,Oil on canvas,43 1/4 x 25 1/4 in. (109.9 x 64.1 cm),109.9,64.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20335-001.jpg
436579,20.155.8,Jean-Baptiste Greuze,Broken Eggs,1756,Oil on canvas,28 3/4 x 37 in. (73 x 94 cm),73.0,94.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-12952-001.jpg
436580,1970.295,Jean-Baptiste Greuze,Aegina Visited by Jupiter,ca. 1767–69,Oil on canvas,57 7/8 x 77 1/8 in. (147 x 195.9 cm),147.0,195.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-12954-001.jpg
436581,66.28.1,Jean-Baptiste Greuze,"Charles Claude de Flahaut (1730–1809), Comte d'Angiviller",1763,Oil on canvas,25 1/4 x 21 1/4 in. (64.1 x 54 cm),64.1,54.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19779-001.jpg
436582,67.187.72,Jean-Baptiste Greuze,Head of a Young Woman,possibly 1780s,Oil on canvas,16 1/8 x 12 3/4 in. (41 x 32.4 cm),41.0,32.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18078-001.jpg
436583,71.91,Jean-Baptiste Greuze,Study of a Woman’s Head,ca. 1780,Oil on wood,18 1/2 x 16 in. (47 x 40.6 cm),47.0,40.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-12955-001.jpg
436584,55.205.2,Jean-Baptiste Greuze,"Madame Jean-Baptiste Nicolet (Anne Antoinette Desmoulins, 1743–1817)",late 1780s,Oil on wood,25 1/4 x 21 in. (64.1 x 53.3 cm),64.1,53.3,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13040-001.jpg
436586,65.242.3,Jean-Baptiste Greuze,Princess Varvara Nikolaevna Gagarina (1762–1802),ca. 1780–82,Oil on canvas,"Oval, 31 1/2 x 25 in. (80 x 63.5 cm)",80.0,63.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13039-001.jpg
436587,56.55.3,Jean-Baptiste Greuze,Jean Jacques Caffiéri (1725–1792),ca. 1765,Oil on canvas,"Oval, 25 1/4 x 20 3/4 in. (64.1 x 52.7 cm)",64.1,52.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123933.jpg
436588,32.100.137,Jean-Baptiste Greuze,Head of a Young Boy,1763,Oil on canvas,18 7/8 x 15 3/8 in. (47.9 x 39.1 cm),47.9,39.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13038-001.jpg
436589,62.122.60,William Grimaldi,Sir Joshua Reynolds (1723–1792),,Ivory,"Oval, 1 7/8 x 1 1/2 in. (47 x 37 mm)",4.8,3.8,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep62.122.60.R.jpg
436590,1978.554.2,Georg Christoph Grooth,"The Empress Elizabeth of Russia (1709–1762) on Horseback, Attended by a Page",after 1743–49,Oil on canvas,31 3/8 x 24 1/2 in. (79.7 x 62.2 cm),79.7,62.2,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP368624.jpg
436602,88.3.86,Guariento di Arpo,Madonna and Child,,"Tempera on wood, gold ground","Overall, with arched top and engaged (modern) frame, 32 3/8 x 18 7/8 in. (82.2 x 47.9 cm); painted surface 28 1/2 x 17 in. (72.4 x 43.2 cm)",82.2,47.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP244551.jpg
436603,1984.459.2,Guercino (Giovanni Francesco Barbieri),Samson Captured by the Philistines,1619,Oil on canvas,75 1/4 x 93 1/4 in. (191.1 x 236.9 cm),191.1,236.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT503.jpg
436604,1973.311.3,Guercino (Giovanni Francesco Barbieri),The Vocation of Saint Aloysius (Luigi) Gonzaga,ca. 1650,Oil on canvas,140 x 106 in. (355.6 x 269.2 cm),355.6,269.2,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1956.jpg
436605,61.77,Jean Urbain Guérin,"Alexandre Théodore Victor (1760–1829), Comte de Lameth",ca. 1789–90,Ivory laid on card,Diameter 3 in. (75 mm),7.6,7.6,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP327726.jpg
436607,1970.261,Domenico Guidobono,An Allegory,1710–20,Oil on canvas,56 3/4 x 92 1/4 in. (144.1 x 234.3 cm),144.1,234.3,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP542.jpg
436610,95.14.53,Peter Adolf Hall,The Painter Louis Joseph Maurice (1730–1820),1772,Ivory,"Oval, 3 3/8 x 2 5/8 in. (84 x 67 mm)",8.6,6.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.53.R.jpg
436612,26.168.45,Peter Adolf Hall,Portrait of a Young Woman,ca. 1790,Ivory,"Oval, 2 3/4 x 2 1/8 in. (70 x 55 mm)",7.0,5.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-43794-001.jpg
436615,71.108,Dirck Hals,A Banquet,1628,Oil on wood,16 x 26 in. (40.6 x 66 cm),40.6,66.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143192.jpg
436616,14.40.602,Frans Hals,Young Man and Woman in an Inn,1623,Oil on canvas,41 1/2 x 31 1/4 in. (105.4 x 79.4 cm),105.4,79.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145899.jpg
436617,49.7.34,Frans Hals,Portrait of a Bearded Man with a Ruff,1625,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145927.jpg
436618,29.100.9,Frans Hals,"Anna van der Aar (born 1576/77, died after 1626)",1626,Oil on wood,8 3/4 x 6 1/2 in. (22.2 x 16.5 cm),22.2,16.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP171420.jpg
436619,29.100.8,Frans Hals,Petrus Scriverius (1576–1660),1626,Oil on wood,8 3/4 x 6 1/2 in. (22.2 x 16.5 cm),22.2,16.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP247208.jpg
436620,26.101.11,Frans Hals,Paulus Verschuur (1606–1667),1643,Oil on canvas,46 3/4 x 37 in. (118.7 x 94 cm),118.7,94.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146480.jpg
436621,49.7.33,Frans Hals,"Portrait of a Man, Possibly Nicolaes Pietersz Duyst van Voorhout (born about 1600, died 1650)",ca. 1636–38,Oil on canvas,31 3/4 x 26 in. (80.6 x 66 cm),80.6,66.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP124055.jpg
436622,14.40.605,Frans Hals,Merrymakers at Shrovetide,ca. 1616–17,Oil on canvas,51 3/4 x 39 1/4 in. (131.4 x 99.7 cm),131.4,99.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145901.jpg
436623,91.26.9,Frans Hals,Portrait of a Man,early 1650s,Oil on canvas,43 1/2 x 34 in. (110.5 x 86.4 cm),110.5,86.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-44327-001.jpg
436624,91.26.10,Frans Hals,Portrait of a Woman,"ca. 1650, reworked probably 18th century",Oil on canvas,39 3/8 x 32 1/4 in. (100 x 81.9 cm),100.0,81.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143203.jpg
436625,89.15.34,Frans Hals,The Smoker,ca. 1623–25,Oil on wood,"Octagonal, 18 3/8 x 19 1/2 in. (46.7 x 49.5 cm)",46.7,49.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146499.jpg
436626,14.40.604,Frans Hals,Boy with a Lute,ca. 1625,Oil on canvas,28 3/8 x 23 1/4 in. (72.1 x 59.1 cm),72.1,59.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145900.jpg
436627,32.100.8,Frans Hals,Frans Hals (1582/83–1666),probably 1650s,Oil on wood,12 7/8 x 11 in. (32.7 x 27.9 cm),32.7,27.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP251935.jpg
436628,71.76,Frans Hals,"Barbara Claes (died 1663, called “Malle Babbe”)",,Oil on canvas,29 1/2 x 24 in. (74.9 x 61 cm),74.9,61.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-44326-001.jpg
436630,89.15.27,Adriaen Hanneman,Portrait of a Woman,ca. 1653,Oil on canvas,31 1/2 x 25 in. (80 x 63.5 cm),80.0,63.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146498.jpg
436631,95.27.2,George Henry Harlow,Self-Portrait,,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP170288.jpg
436633,95.14.52,Jacob Ritter von Hartmann,"Ali Pasha (born about 1741, died 1822)",1822,Ivory,"Oval, 4 1/8 x 3 1/4 in. (105 x 84 mm)",10.5,8.3,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep95.14.52.R.jpg
436638,71.36,Maarten van Heemskerck,"Jacob Willemsz van Veen (1456–1535), the Artist's Father",1532,Oil on wood,20 1/2 x 13 3/4 in. (52.1 x 34.9 cm),52.1,34.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-38857-001.jpg
436639,41.191.3,Franz Napoleon Heigel,Henriette Sontag (1806–1854),ca. 1835,Ivory,"Oval, 2 7/8 x 2 3/8 in. (73 x 60 mm)",7.3,6.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-43808-001.jpg
436640,42.53.3,Josef Heigel,Lola Montez (1818–1861),,Ivory,"Oval, 2 1/2 x 2 1/8 in. (65 x 54 mm)",6.3,5.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep42.53.3.R.jpg
436641,71.73,Bartholomeus van der Helst,Portrait of a Man,1647,Oil on wood,"Oval, 26 1/4 x 21 5/8 in. (66.7 x 54.9 cm)",66.7,54.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143191.jpg
436642,73.2,Bartholomeus van der Helst,The Musician,1662,Oil on canvas,54 1/2 x 43 3/4 in. (138.4 x 111.1 cm),138.4,111.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18251-001.jpg
436643,71.155,Jan Sanders van Hemessen,The Calling of Saint Matthew,early 17th century,Oil on wood,43 7/8 x 59 1/2 in. (111.4 x 151.1 cm),111.4,151.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT201070.jpg
436645,37.20.2,Jean-Jacques Henner,Young Woman Praying,,Oil on canvas,24 7/8 x 17 7/8 in. (63.2 x 45.4 cm),63.2,45.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23287-001.jpg
436649,35.89.4,Nicholas Hilliard,"Portrait of a Young Man, Probably Robert Devereux (1566–1601), Second Earl of Essex",1588,Vellum laid on card,"Oval, 1 5/8 x 1 3/8 in. (40 x 33 mm)",4.1,3.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP327706.jpg
436650,35.89.2,Nicholas Hilliard,Portrait of a Woman,1597,Vellum,"Oval, 1 7/8 x 1 1/2 in. (47 x 39 mm)",4.8,3.8,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP327707.jpg
436651,32.100.311,Nicholas Hilliard,Portrait of a Woman,ca. 1590,Vellum laid on card,"Oval, 1 x 7/8 in. (27 x 22 mm)",2.5,2.2,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP102154.jpg
436656,36.111,William Hogarth,The Wedding of Stephen Beckingham and Mary Cox,1729,Oil on canvas,50 1/2 x 40 1/2 in. (128.3 x 102.9 cm),128.3,102.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP159333.jpg
436657,06.1038,Hans Holbein the Younger,"Benedikt von Hertenstein (born about 1495, died 1522)",1517,"Oil and gold on paper, laid down on wood",Overall 20 1/2 x 15 in. (52.4 x 38.1 cm); painted surface 20 3/8 x 14 5/8 in. (51.4 x 37.1 cm),52.070103,38.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280366.jpg
436658,50.135.4,Hans Holbein the Younger,Hermann von Wedigh III (died 1560),1532,Oil and gold on oak,"16 5/8 x 12 3/4 in. (42.2 x 32.4 cm), with added strip of 1/2 in. (1.3 cm) at bottom",42.2,32.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164836.jpg
436659,49.7.29,Hans Holbein the Younger,Derick Berck of Cologne,1536,"Oil on canvas, transferred from wood",21 x 16 3/4 in. (53.3 x 42.5 cm),53.3,42.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280854.jpg
436660,50.145.24,Hans Holbein the Younger,Portrait of a Man in Royal Livery,1532–35,"Oil and gold on parchment, laid down on linden","Overall, with engaged frame, diameter 5 in. (12.7 cm); painted surface diameter 3 3/4 in. (9.5 cm)",12.7,12.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280848.jpg
436661,50.69.1,Hans Holbein the Younger,William Roper (1493/94–1578),1535–36,Vellum laid on card,Diameter 1 3/4 in. (45 mm),4.4,4.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP331437.jpg
436662,50.69.2,Hans Holbein the Younger,"Margaret Roper (Margaret More, 1505–1544)",1535–36,Vellum laid on playing card,Diameter 1 3/4 in. (45 mm),4.4,4.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP331439.jpg
436663,25.205,Hans Holbein the Younger,"Thomas Wriothesley (1505–1550), First Earl of Southampton",ca. 1535,Vellum laid on card,"Irregular, cut down, 1 1/8 x 1 in. (28 x 25 mm)",2.9,2.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP331436.jpg
436664,20.155.4,Hans Holbein the Younger,"Lady Guildford (Mary Wotton, 1499–1558)",,Oil and gold on oak,32 1/8 x 26 1/8 in. (81.6 x 66.4 cm),81.6,66.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164800.jpg
436665,14.40.637,Hans Holbein the Younger,"Lady Lee (Margaret Wyatt, born about 1509)",early 1540s,Oil and gold on oak,17 3/8 × 13 3/8 in. (44.1 × 34 cm),44.132587,33.97257,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP349558.jpg
436666,62.122.109,Hans Holbein the Younger,"Portrait of a Man, Said to Be Arnold Franz",,Vellum laid on card,Diameter 2 1/8 in. (53 mm),5.4,5.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep62.122.109.R.jpg
436667,49.7.30,Hans Holbein the Younger,Portrait of a Young Woman,ca. 1540–45,Oil and gold on oak,11 1/8 x 9 1/8 in. (28.3 x 23.2 cm),28.3,23.2,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280856.jpg
436668,49.7.28,Hans Holbein the Younger,Portrait of a Man (Sir Ralph Sadler?),1535,Oil and gold on oak,Diameter 12 in. (30.5 cm),30.5,30.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP278970.jpg
436669,14.40.646,Hans Holbein the Younger,"Lady Rich (Elizabeth Jenks, died 1558)",ca. 1540,Oil and gold on oak,17 1/2 x 13 3/8 in. (44.5 x 34 cm),44.5,34.0,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280377.jpg
436672,1974.368,Abraham Hondius,Christ among the Doctors,1668,Oil on wood,15 x 19 1/2 in. (38.1 x 49.5 cm),38.1,49.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP147792.jpg
436675,14.40.613,Pieter de Hooch,Interior with a Young Couple,probably ca. 1662–65,Oil on canvas,21 5/8 x 24 3/4 in. (54.9 x 62.9 cm),54.9,62.9,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145906.jpg
436677,58.144,Pieter de Hooch,Paying the Hostess,ca. 1670,Oil on canvas,37 1/4 x 43 3/4 in. (94.6 x 111.1 cm),94.6,111.1,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145406.jpg
436678,29.100.7,Pieter de Hooch,The Visit,ca. 1657,Oil on wood,26 3/4 x 23 in. (67.9 x 58.4 cm),67.9,58.4,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145400.jpg
436679,1976.100.25,Pieter de Hooch,A Woman and Two Men in an Arbor,ca. 1657–58,Oil on wood,Overall 17 3/8 x 14 3/4 in. (44.1 x 37.5 cm); painted surface 17 x 14 3/8 in. (43.2 x 36.5 cm),44.1,37.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143213.jpg
436680,1992.133,Samuel van Hoogstraten,The Annunciation of the Death of the Virgin,ca. 1670,Oil on canvas,26 x 20 3/4 in. (66 x 52.7 cm),66.0,52.7,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145953.jpg
436683,59.189.3,John Hoppner,Lady Hester King (died 1873),probably 1805,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP167134.jpg
