objectID,accessionNumber,artistDisplayName,title,objectDate,medium,dimensions,measurements.Height,measurements.Width,department,primaryImage
10049,13.140,Edwin Austin Abbey,"""King Lear,"" Act I, Scene I",1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),137.8,323.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP256059.jpg
10065,1980.224,John White Alexander,Repose,1895,Oil on canvas,52 1/4 x 63 5/8 in. (132.7 x 161.6 cm),132.7,161.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT1551.jpg
10066,12.90,John White Alexander,The Ring,1911,Oil on canvas,48 3/4 x 36 3/8 in. (123.8 x 92.4 cm),123.8,92.4,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP273005.jpg
10068,91.18,John White Alexander,Walt Whitman,1889,Oil on canvas,50 x 40 in. (127 x 101.6 cm),127.0,101.6002,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap91.18.jpg
10070,01.7.2,Washington Allston,The Spanish Girl in Reverie,1831,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap01.7.2.jpg
10074,95.12,Ezra Ames,Maurice Levy,ca. 1820,Watercolor on ivory,2 15/16 x 2 3/8 in. (7.5 x 6 cm),7.5,6.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-15884-001.jpg
10075,40.94,Ezra Ames,Philip Van Cortlandt,ca. 1810,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),91.4,71.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap40.94.jpg
10077,1987.404,Ambrose Andrews,The Children of Nathan Starr,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),72.1,92.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT5812.jpg
10080,40.40,Thomas Anshutz,The Way They Live,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),61.0,43.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT105.jpg
10085,29.85,Joseph Badger,James Badger,1760,Oil on canvas,42 1/2 x 33 1/8 in. (108 x 84.1 cm),108.0,84.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap29.85.jpg
10092,81.13,George Augustus Baker Jr.,John F. Kensett,1875,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),68.6,55.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap81.13.jpg
10093,40.144,George Augustus Baker Jr.,Mrs. William Loring Andrews,1861–63,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap40.144.jpg
10135,26.286,Henry Benbridge,Elizabeth Ann Timothy,ca. 1775–85,Watercolor and gouache on ivory,1 1/2 x 1 1/8 in. (3.7 x 3 cm),3.7,3.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168945.jpg
10136,29.58,Henry Benbridge,Mrs. Benjamin Simons,ca. 1771–76,Oil on canvas,29 7/8 x 25 in. (75.5 x 63.5 cm),75.9,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap29.58.jpg
10138,69.202,Henry Benbridge,Portrait of a Gentleman,ca. 1770–72,Oil on canvas,49 1/4 x 39 1/2 in. (125.1 x 100.3 cm),125.1,100.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap69.202.jpg
10139,68.222.21,Henry Benbridge,Portrait of a Gentleman,ca. 1780,Watercolor on ivory,1 1/2 x 1 in. (3.9 x 2.5 cm),3.9,2.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP217216.jpg
10159,33.61,George Caleb Bingham,Fur Traders Descending the Missouri,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),73.7,92.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT73.jpg
10165,1985.141.12,William Russell Birch,Brock Livingston Delaplaine,1817,Enamel on copper,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),7.62,6.35,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168963.jpg
10174,16.68.2,Joseph Blackburn,Mary Sylvester,1754,Oil on canvas,49 7/8 x 40 in. (126.7 x 101.6 cm),126.7,101.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP162258.jpg
10175,16.68.3,Joseph Blackburn,Mrs. David Chesebrough,1754,Oil on canvas,49 7/8 x 40 1/8 in. (126.7 x 101.9 cm),126.7,101.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap16.68.3.jpg
10176,1979.196.2,Joseph Blackburn,Mrs. Samuel Cutts,ca. 1762–63,Oil on canvas,50 1/4 x 40 1/2 in. (127.6 x 102.9 cm),127.6,102.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT9848.jpg
10177,1979.196.1,Joseph Blackburn,Samuel Cutts,ca. 1762–63,Oil on canvas,50 1/4 x 40 3/8 in. (127.6 x 102.6 cm),127.6,102.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1979.196.1.jpg
10185,67.29,Jacob D. Blondel,Luigi Palma di Cesnola,1865,Oil on canvas,27 1/4 x 22 1/8 in. (69.2 x 56.2 cm),69.2,56.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-18282-001.jpg
10186,04.31,Robert Frederick Blum,The Ameya,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),63.7,78.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT222052.jpg
10210,66.242.23,John Bradley,Emma Homan,ca. 1844,Oil on canvas,34 x 27 1/8 in. (86.4 x 68.9 cm),86.4,68.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2024.jpg
10218,1985.141.4,Hugh Bridport,Carolyn Mishner,ca. 1825,Watercolor on ivory,2 1/2 x 2 1/16 in. (6.2 x 5.2 cm),6.4,5.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168961.jpg
10239,09.26.5,John George Brown,Meditation,ca. 1900–1910,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap09.26.5.jpg
10240,21.115.3,John George Brown,The Music Lesson,1870,Oil on canvas,24 x 20 in. (61 x 50.8 cm),61.0,50.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP156440.jpg
10241,63.130.2,John George Brown,To Decide the Question,1897,Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),76.2,101.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS238.jpg
10246,64.129,Mather Brown,Lady with a Dog,1786,Oil on canvas,49 1/2 x 39 1/2 in. (125.7 x 100.3 cm),125.7,100.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS239.jpg
10247,65.235,Mather Brown,Portrait of a Young Woman,1801,Oil on canvas,50 x 40 1/4 in. (127 x 102.2 cm),127.0,102.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap65.235.jpg
10259,93.20,Dennis Miller Bunker,Eleanor Hardy Bunker,1890,Oil on canvas,24 x 20 7/8 in. (61 x 53 cm),61.0,53.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap93.20.jpg
10371,49.126,John Carlin,After a Long Cruise,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),50.8,76.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-28304-001.jpg
10372,68.222.17,John Carlin,The Allen Children,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),10.3,8.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP161476.jpg
10374,1979.188,John Carlin,The Thompson Children,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),11.0,9.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP222409.jpg
10421,1995.66,Charles Robert Leslie,The Last Throw,ca. 1840,Oil on canvas,"18 1/2 x 38in. (47 x 96.5cm)
Framed: 32 1/2 x 52 1/2 x 3 1/2 in. (82.6 x 133.4 cm)",47.0,96.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT3850.jpg
10423,2006.457,Francis William Edmonds,Taking the Census,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),71.1,96.5202,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP146263.jpg
10426,38.146.13,George Catlin,Mrs. George Catlin (Clara Bartlet Gregory),ca. 1830,Watercolor on ivory,2  x 1 3/4 in.  (5.1 x 4.4 cm),5.4,4.4,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP169289.jpg
10427,1985.141.1,George Catlin,Portrait of a Gentleman,1827,Watercolor on ivory,2 3/8 x 1 7/8 in. (6 x 4.8 cm),6.0,4.7625,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168883.jpg
10437,54.90.489,William P. Chappel,Adult Funeral Procession,1870s,Oil on slate paper,6 x 9 1/4 in. (15.2 x 23.5 cm),15.2,23.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-019.jpg
10439,54.90.515,William P. Chappel,Baptism,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),15.6,23.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-001.jpg
10440,54.90.514,William P. Chappel,Bathing Party,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),15.6,23.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-003.jpg
10448,54.90.495,William P. Chappel,Fighting a Fire,1870s,Oil on slate paper,6 x 9 1/8 in. (15.2 x 23.2 cm),15.2,23.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-031.jpg
10461,54.90.503,William P. Chappel,Tea Rusk and Brick House,1870s,Oil on slate paper,9 1/8 x 6 in. (23.2 x 15.2 cm),23.2,15.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-041.jpg
10462,54.90.504,William P. Chappel,Tea water pump,1870s,Oil on slate paper,6 1/16 x 9 5/16 in. (15.4 x 23.7 cm),15.4,23.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-043.jpg
10465,06.969,William Merritt Chase,Carmencita,1890,Oil on canvas,69 7/8 x 40 7/8 in. ( 177.5 x 103.8 cm),177.5,103.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT226889.jpg
10466,1973.342,William Merritt Chase,Edward Guthrie Kennedy,ca. 1895,Oil on canvas,22 x 17 7/8 in. (55.9 x 45.4 cm),55.9,45.4,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP137144.jpg
10469,18.22.2,William Merritt Chase,James Abbott McNeill Whistler,1885,Oil on canvas,74 1/8 x 36 1/4 in. (188.3 x 92.1 cm),188.3,92.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT12058.jpg
10470,91.11,William Merritt Chase,Lady in Black,1888,Oil on canvas,74 1/4 x 36 5/16 in. (188.6 x 92.2 cm),188.6,92.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap91.11.jpg
10472,55.118,William Merritt Chase,Bessie Potter,ca. 1895,Oil on canvas,32 x 25 5/8 in. (81.3 x 65.1 cm),81.3,65.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap55.118.jpg
10474,37.20.1,William Merritt Chase,Roland,ca. 1902,Oil on canvas,20 3/8 x 16 1/4 in. (51.8 x 41.3 cm),51.8,41.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap37.20.1.jpg
10478,41.160.405,George Chinnery,Houqua,ca. 1843,Oil on canvas,25 x 18 5/8 in. (63.5 x 46.3 cm),63.5,47.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT220319.jpg
10484,38.146.3,Alvan Clark,Portrait of a Lady,ca. 1835,Watercolor on ivory,Sight: 3 7/16 x 2 9/16 in. (8.7 x 6.5 cm),8.7313,6.5088,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP161467.jpg
10503,65.19,Alfred Q. Collins,Alexander Stewart Wetherill,ca. 1890–1900,Oil on canvas,59 3/4 x 37 3/4 in. (151.8 x 95.9 cm),151.8,95.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap65.19.jpg
10516,31.29.1,Nelson Cook,James Merrill Cook,1840,Oil on canvas,48 1/8 x 24 1/2 in. (122.2 x 62.2 cm),122.2,62.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap31.29.1.jpg
10517,31.29.2,Nelson Cook,Mrs. James Merrill Cook,1840,Oil on canvas,48 1/8 x 24 1/2 in. (122.2 x 62.2 cm),122.2,62.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap31.29.2.jpg
10522,49.12,John Singleton Copley,Daniel Crommelin Verplanck,1771,Oil on canvas,49 1/2 x 40 in. (125.7 x 101.6 cm),125.7,101.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT58.jpg
10524,49.13,John Singleton Copley,Gulian Verplanck,1771,Oil on canvas,"36 x 28 in. (91.4 x 71.1 cm)
Framed: 43 1/2 x 35 3/16 x 2 5/8 in. (110.5 x 89.3 x 6.7 cm)",91.4,71.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2032.jpg
10525,39.174,John Singleton Copley,Jeremiah Lee,ca. 1769,Watercolor on ivory,1 1/2 x 1 1/4 in. (3.8 x 3.2 cm),3.8,3.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP221516.jpg
10526,23.143,John Singleton Copley,Joseph Sherburne,ca. 1767–70,Oil on canvas,50 x 40 in. (127 x 101.6 cm),127.0,101.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT214418.jpg
10527,43.86.4,John Singleton Copley,Midshipman Augustus Brine,1782,Oil on canvas,50 x 40 in. (127 x 101.6 cm),127.0,101.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT11882.jpg
10530,15.128,John Singleton Copley,Mrs. Jerathmael Bowers,ca. 1763,Oil on canvas,49 7/8 x 39 3/4 in. (126.7 x 101 cm),126.7,101.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2033.jpg
10531,31.109,John Singleton Copley,Mrs. John Winthrop,1773,Oil on canvas,35 1/2 x 28 3/4 in. (90.2 x 73 cm),90.2,73.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2031.jpg
10533,24.79,John Singleton Copley,Mrs. Sylvanus Bourne,1766,Oil on canvas,50 1/4 x 40 in. (127.6 x 101.6 cm),127.6,101.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap24.79.jpg
10534,59.198,John Singleton Copley,The Return of Neptune,ca. 1754,Oil on canvas,27 1/2 x 44 1/2 in. (69.9 x 113 cm),69.9,113.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT201337.jpg
10535,2014.440,John Singleton Copley,Richard Dana,ca. 1770,Oil on canvas,40 x 50 in. (101.6 x 127 cm),101.6,127.0003,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP701340.jpg
10537,39.173,John Singleton Copley,Samuel Verplanck,1771,Oil on canvas,"30 x 25 in. (76.2 x 63.5 cm)
Framed: 39 3/16 x 34 1/2 x 2 3/4 in. (99.5 x 87.7 x 7 cm)",76.2,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT207885.jpg
10554,42.71.1,John Singleton Copley,Watson and the Shark,ca. 1778,Oil on canvas,24 7/8 x 30 1/8 in. (63.2 x 76.5 cm),63.2,76.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP140862.jpg
10557,08.130,Kenyon Cox,Augustus Saint-Gaudens,"1887, replica 1908",Oil on canvas,33 1/2 x 47 1/8 in. (85.1 x 119.7 cm),85.1,119.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2583.jpg
10590,1974.263,Johan Mengels Culverhouse,Skating on the Wissahickon,1875,Oil on canvas,24 x 37 1/2 in. (61 x 95.3 cm),61.0,95.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1974.263.jpg
10592,27.134,Thomas Seir Cummings,The Bracelet,1835,Watercolor on ivory,6 13/16 x 5 3/8 in. (17.3 x 13.7 cm),17.3,13.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP218198.jpg
10598,43.39,Thomas Seir Cummings,Portrait of a Gentleman,ca. 1835,Watercolor on ivory,2 9/16 x 2 in. (6.5 x 5.1 cm),6.5,5.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP223047.jpg
10600,28.148.1,Thomas Seir Cummings,A Mother's Pearls,1841,Watercolor on ivory,"17 1/2 in. (44.5 cm)
28.148.1: 1 3/16 x 1 in. (3 x 2.6 cm)
28.148.2: 1 3/8 x 1 3/16 in. (3.5 x 3 cm)
28.148.3: 1 9/16 x 1 3/8 in. (4 x 3.5 cm)
28.148.4: 1 3/4 x 1 9/16 in. (4.5 x 4 cm)
28.148.5: 1 x 7/8 in. (2.5 x 2.2 cm)
28.148.6: 1 3/4 x 1 9/16 in. (4.5 x 4 cm)
28.148.7: 1 9/16 x 1 3/8 in. (4 x 3.5 cm)
28.148.8: 1 3/8 x 1 3/16 in. (3.5 x 3 cm)
28.148.9: 1 3/16 x 1 1/8 in. (3 x 2.8 cm)",3.0,2.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168869.jpg
10605,50.153,George Hewitt Cushman,Rebecca Wetherill,ca. 1849,Watercolor on ivory,"Ivory: 5 1/4 x 5 1/4 in. (13.3 x 13.3 cm)
Sight: 4 1/4 x 3 1/4 in. (10.8 x 8.3 cm)",13.335,13.335,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP162112.jpg
10612,90.24,William P. W. Dana,Heart's Ease,1863,Oil on canvas,37 1/2 x 47 3/4 in. (95.3 x 121.3 cm),95.3,121.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap90.24.jpg
10751,38.41,Anson Dickinson,Edward Livingston,ca. 1827,Watercolor on ivory,4 1/8 x 3 1/4 in. (10.5 x 8.3 cm),10.5,8.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP110365.jpg
10753,36.73,Joseph Wood,John Payne Todd,ca. 1817,Watercolor on ivory,2 5/8 x 2 1/16 in. (6.7 x 5.26 cm),6.7,5.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP218809.jpg
10760,1988.280,John Wood Dodge,Kate Roselie Dodge,1854,Watercolor on ivory,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),7.62,6.35,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT5980.jpg
10774,95.2.4,Savinien Edme Dubourjal,Henry Clay,ca. 1845,Watercolor on ivory,Sight: 3 5/16 x 2 9/16 in. (8.4 x 6.5 cm),8.4138,6.5088,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP161479.jpg
10776,95.2.3,Savinien Edme Dubourjal,Anne Charlotte Lynch (Later Mrs. Vincenzo Botta),ca. 1847,Watercolor and lead-white gouache on smooth-surfaced off-white wove paper,7 1/4 x 5 1/4 in. (18.4 x 13.3 cm),18.415,13.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT287621.jpg
10782,68.222.30,Joseph Dunkerley,William Gale,1776,Watercolor on ivory,Sight: 1 3/8 x 1 1/8 in. (3.5 x 2.9 cm),3.4925,2.8575,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP216796.jpg
10783,13.217.1,William Dunlap,John Adams Conant,1829,Oil on wood,30 1/8 x 25 in. (76.5 x 63.5 cm),76.5,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap13.217.1.jpg
10784,13.217.2,William Dunlap,Mrs. John Adams Conant,1829,Oil on wood,30 1/8 x 25 in. (76.8 x 63.5 cm),76.5,63.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap13.217.2.jpg
10794,63.36,Asher Brown Durand,Luman Reed,1835,Oil on canvas,30 1/8 x 25 3/8 in. (76.5 x 64.5 cm),76.5,64.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap63.36.jpg
10795,65.69,Asher Brown Durand,Mrs. Winfield Scott,1831,Oil on canvas,34 x 27 in. (96.4 x 68.6 cm),86.4,68.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS338.jpg
10800,69.279.2,John Durand,Boy of the Crossfield Family (Possibly Richard Crossfield),ca. 1766–68,Oil on canvas,50 1/4 x 34 1/2 in. (127.6 x 87.6 cm),127.6,87.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap69.279.2.jpg
10801,62.256.6,John Durand,Susannah or Mary Bontecou,ca. 1768–70,Oil on canvas,35 1/2 x 27 5/8 in. (90.2 x 70.2 cm),90.2,70.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT226608.jpg
10806,66.19,Frank Duveneck,Lady with Fan,1873,Oil on canvas,42 3/4 x 32 1/4 in. (108.6 x 81.9 cm),108.6,81.9,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-2886-001.jpg
10808,1970.283.5,Gerrit Duyckinck,Mrs. Augustus Jay,ca. 1700,Oil on wood,31 3/4 x 22 1/2 in. (80.6 x 57.1 cm),80.6,57.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1970.283.5.jpg
10809,1972.263.1,Gerrit Duyckinck,Portrait of a Lady,ca. 1710,Oil on wood,41 1/4 x 32 3/4 in. (104.8 x 83.2 cm),104.8,83.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.1.jpg
10811,23.139,Thomas Eakins,The Artist's Wife and His Setter Dog,ca. 1884–89,Oil on canvas,30 x 23 in. (76.2 x 58.4 cm),76.2,58.4,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2037.jpg
10812,1979.135.2,Thomas Eakins,Carmelita Requena,1869,Oil on canvas,21 x 17 in. (53.3 x 43.2 cm),53.3,43.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT9827.jpg
10813,81.14,Thomas Eakins,The Chess Players,1876,Oil on wood,11 3/4 x 16 3/4 in. (29.8 x 42.6 cm),29.8,42.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-18074-001.jpg
10817,67.187.206,Thomas Eakins,James MacAlister (Sketch),ca. 1895,Oil on canvas,14 1/4 x 10 1/4 in. (36.8 x 26 cm),36.2,26.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap67.187.206.jpg
10819,34.92,Thomas Eakins,The Champion Single Sculls (Max Schmitt in a Single Scull),1871,Oil on canvas,32 1/4 x 46 1/4 in. (81.9 x 117.5 cm),81.9,117.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT86.jpg
10820,65.83,Thomas Eakins,Mrs. Mary Arthur,1900,Oil on canvas,24 x 20 in. (61 x 50.8 cm),61.0,50.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS353.jpg
10825,27.220,Thomas Eakins,Signora Gomez d'Arza,1901–2,Oil on canvas,30 x 24 in. (76.2 x 61 cm),76.2,61.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2729.jpg
10827,17.172,Thomas Eakins,The Thinker: Portrait of Louis N. Kenton,1900,Oil on canvas,82 x 42 in. (208.3 x 106.7 cm),208.3,106.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT102.jpg
10828,17.173,Thomas Eakins,The Writing Master,1882,Oil on canvas,30 x 34 1/4 in. (76.2 x 87 cm),76.2,87.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2038.jpg
10829,25.97.2,Thomas Eakins,Young Girl Meditating,1877,Watercolor and gouache on off-white wove paper,9 9/16 x 6 1/8 in. (24.3 x 15.6 cm),24.3,15.5575,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1172-001.jpg
10830,1979.395,Ralph Earl,Elijah Boardman,1789,Oil on canvas,83 x 51 in. (210.8 x 129.5 cm),210.8,129.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT60.jpg
10832,06.179,Ralph Earl,Lady Williams and Child,1783,Oil on canvas,50 1/4 x 39 3/4 in. (127.3 x 101 cm),127.6,101.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap06.179.jpg
10833,17.87.1,Ralph Earl,Marinus Willett,ca. 1791,Oil on canvas,91 1/4 x 56 in.  (231.8 x 142.2 cm),231.8,142.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2936.jpg
10834,15.30.35,Ralph Earl,Master Rees Goring Thomas,ca. 1783–84,Oil on canvas,66 x 47 5/8 in. (167.6 x 121 cm),167.6,121.0,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP101530.jpg
10835,64.309.1,Ralph Earl,Mrs. Noah Smith and Her Children,1798,Oil on canvas,64 x 85 3/4 in. (162.6 x 217.8 cm),162.6,217.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT214720.jpg
10837,66.242.21,Oliver Tarbell Eddy,The Alling Children,ca. 1839,Oil on canvas,47 1/8 x 62 7/8 in. (119.7 x 159.7 cm),119.7,159.7,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT5508.jpg
10843,1975.27.1,Francis William Edmonds,The New Bonnet,1858,Oil on canvas,25 x 30 1/8 in. (63.5 x 76.5 cm),63.5,76.5,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT77.jpg
10845,59.163,Jacob Eichholtz,Samuel Humes,ca. 1825,Oil on canvas,29 x 24 1/8 in. (73.7 x 61.3 cm),73.7,61.3,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS388.jpg
10848,65.139,Charles Loring Elliott,Andrew Varick Stout,1859,Oil on canvas,44 x 37 5/8 in. (111.8 x 95.6 cm),111.8,95.6,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS6423.jpg
10850,96.24,Charles Loring Elliott,Mathew B. Brady,1857,Oil on canvas,24 x 20 in. (61 x 50.8 cm),61.0,50.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT214417.jpg
10852,87.19,Charles Loring Elliott,Portrait of the Artist,ca. 1850,Oil on canvas,30 1/8 x 24 1/2 in. (76.5 x 62.2 cm),76.5,62.2,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap87.19.jpg
10859,74.43,Joseph Fagnani,Calliope,1869,Oil on canvas,43 1/2 x 33 1/2 in. (110.5 x 83.8 cm),110.5,85.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap74.43.jpg
10864,74.45,Joseph Fagnani,Polyhymnia,1869,Oil on canvas,43 1/2 x 33 1/2 in. (110.5 x 83.8 cm),110.5,85.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap74.45.jpg
10874,34.153,Robert Feke,Tench Francis,1746,Oil on canvas,49 x 39 in. (124.5 x 99.1 cm),124.5,99.1,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap34.153.jpg
10878,66.242.24,Erastus Salisbury Field,The Death of the First Born,1865–80,Oil on canvas,35 x 46 in. (88.9 x 116.8 cm),88.9,116.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS1945.jpg
10879,66.242.25,Erastus Salisbury Field,Egyptian Scene (possibly Moses and Zipporah),1865–80,Oil on canvas,35 x 46 in. (88.9 x 116.8 cm),88.9,116.8,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap66.242.25.jpg
