objectID,accessionNumber,objectName,title,department,primaryImage,artistDisplayName,objectDate,medium,dimensions,measurements.Height,measurements.Width
438023,1997.117.4,Painting,The Antechamber of the Sala del Maggior Consiglio,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4167.jpg,Francesco Guardi,ca. 1765–68,Oil on canvas,13 3/8 x 20 in. (34 x 50.8 cm),34.0,50.8
438024,1997.117.5,Painting,The Ridotto Pubblico at Palazzo Dandolo,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162310.jpg,Francesco Guardi,ca. 1765–68,Oil on canvas,13 3/8 x 20 in. (34 x 50.8 cm),34.0,50.8
438025,1997.117.6,Painting,The Holy Family with Saint John the Baptist,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20213-001.jpg,Nicolas Poussin,ca. 1627,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5
438026,1997.117.7,Painting,The Chariot of Aurora,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4170.jpg,Giovanni Battista Tiepolo,1760s,Oil on canvas,35 1/2 x 28 5/8 in. (90.2 x 72.7 cm),90.2,72.7
438027,1997.117.8,"Painting, grisaille",A Female Allegorical Figure,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4171.jpg,Giovanni Battista Tiepolo,1740–50,"Oil on canvas, gold ground","Oval, 32 x 25 3/8 in. (81.3 x 64.5 cm)",81.3,64.5
438028,1997.117.9,"Painting, triptych",The Crucifixion,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-25222-001.jpg,Paolo Uccello (Paolo di Dono),probably mid-1450s,"Tempera on wood, gold ground","Shaped top, central panel, overall, with engaged frame, 18 x 11 in. (45.7 x 27.9 cm); central panel, painted surface 16 1/2 x 9 1/2 in. (41.9 x 24.1 cm); left wing, overall, with engaged frame, 18 x 5 5/8 in. (45.7 x 14.3 cm); left wing, painted surface 16 1/2 x 4 1/4 in. (41.9 x 10.8 cm); right wing, overall, with engaged frame, 18 x 5 1/4 in. (45.7 x 13.3 cm); right wing, painted surface 16 1/2 x 3 3/4 in. (41.9 x 9.5 cm)",45.7,27.9
438029,1996.341,"Painting, lunette",The Man of Sorrows with Two Angels,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT5277.jpg,Francesco di Giorgio Martini,ca. 1470,Tempera on wood,Frame 53 3/4 x 32 5/8 in. (136.5 x 82.9 cm); painted surface 6 7/8 x 18 1/4 in. (17.5 x 46.4 cm),136.5,82.9
438030,1997.257,Painting,Valley of the River Loire,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-38896-001.jpg,Jules Dupré,,Oil on wood,10 3/4 x 19 1/4 in. (27.3 x 48.9 cm),27.3,48.9
438031,1997.347,Painting,Summer Flowers,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4204.jpg,Henri Fantin-Latour,1880,Oil on canvas,20 x 24 3/8 in. (50.8 x 61.9 cm),50.8,61.9
438032,1997.371,Painting,"Study for ""Portrait of an Indian""",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP135221.jpg,Anne Louis Girodet-Trioson,ca. 1807,Oil on canvas,16 x 12 7/8 in. (40.6 x 32.7 cm),40.6,32.7
438033,1998.84,Painting,Jean-Louis-André-Théodore Géricault (1791–1824),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4276.jpg,Horace Vernet,probably 1822 or 1823,Oil on canvas,18 5/8 x 15 1/8 in. (47.3 x 38.4 cm),47.3,38.4
438098,1998.170,Painting,Tea,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-24385-001.jpg,James Tissot,1872,Oil on wood,26 x 18 7/8 in. (66 x 47.9 cm),66.0,47.9
438099,2012.156,Painting,"The Public Viewing David's ""Coronation"" at the Louvre",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP270310.jpg,Louis Léopold Boilly,1810,Oil on canvas,24 1/4 x 32 1/2 in. (61.6 x 82.6 cm),61.595123,82.55016
438100,2019.141.2,Painting,"The Grand Canal, Venice, Looking South toward the Rialto Bridge",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman16.jpg,Canaletto (Giovanni Antonio Canal),1730s,Oil on canvas,18 1/4 × 30 1/2 in. (46.4 × 77.5 cm),46.35509,77.47015
438101,2019.141.3,Painting,"Campo Santa Maria Zobenigo, Venice",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT274230.jpg,Canaletto (Giovanni Antonio Canal),1730s,Oil on canvas,18 1/2 × 30 3/4 in. (47 × 78.1 cm),47.0,78.105156
438102,2019.141.4,Painting,"The Grand Canal, Venice, Looking Southeast, with the Campo della Carità to the Right",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman18.jpg,Canaletto (Giovanni Antonio Canal),1730s,Oil on canvas,18 1/2 × 30 5/8 in. (47 × 77.8 cm),47.0,77.78766
438103,2019.141.5,Painting,"Campo Sant'Angelo, Venice",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19650-001.jpg,Canaletto (Giovanni Antonio Canal),1730s,Oil on canvas,18 3/8 x 30 1/2 in. (46.7 x 77.5 cm),46.7,77.5
438105,2019.141.6,Painting,"A Lock, a Column, and a Church beside a Lagoon",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman20.jpg,Canaletto (Giovanni Antonio Canal),,Oil on canvas,20 × 26 5/8 in. (50.8 × 67.6 cm),50.8,67.62763
438106,2019.141.7,Painting,Warwick Castle,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman21.jpg,Canaletto (Giovanni Antonio Canal),1748,Oil on canvas,16 7/8 × 28 1/4 in. (42.9 × 71.8 cm),42.862587,71.75514
438107,2019.141.8,Painting,Desdemona (The Song of the Willow),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18259-001.jpg,Théodore Chassériau,1849,Oil on wood,13 3/4 x 10 5/8 in. (34.9 x 27 cm),34.9,27.0
438110,2019.141.9,Painting,Rebecca and the Wounded Ivanhoe,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19652-001.jpg,Eugène Delacroix,1823,Oil on canvas,25 3/8 × 21 1/8 in. (64.5 × 53.7 cm),64.45263,53.657608
438112,2019.141.10,Painting,Queen Henrietta Maria,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18371-001.jpg,Anthony van Dyck,1636,Oil on canvas,41 5/8 × 33 1/4 in. (105.7 × 84.5 cm),105.727715,84.45517
438113,2019.141.11,Painting,Horsewoman,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman93.jpg,Théodore Géricault,1820 or later,Oil on canvas,17 1/2 x 13 3/4 in. (44.5 x 34.9 cm),44.5,34.9
438116,2019.141.14,Painting,"The Villa Loredan, Paese",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman24.jpg,Francesco Guardi,early 1780s,Oil on canvas,19 × 30 3/4 in. (48.3 × 78.1 cm),48.260098,78.105156
438117,2019.141.13,Painting,"The Island of San Michele, Venice",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/Wrightsman23.jpg,Francesco Guardi,1770s,Oil on canvas,19 × 30 3/4 in. (48.3 × 78.1 cm),48.3,78.105156
438118,2019.141.15,Painting,A Huntsman and a Peasant Woman by the Isar River with a View of Munich,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/SFvonKobellHuntsman.jpg,Wilhelm von Kobell,1823,Oil on wood,9 7/8 x 8 in. (25.1 x 20.3 cm),25.1,20.3
438123,2019.141.17,Painting,A Man Leaning on a Parapet,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18528-001.jpg,Georges Seurat,ca. 1881,Oil on wood,6 1/2 × 4 7/8 in. (16.5 × 12.4 cm),16.510033,12.3825245
438126,2019.141.22,Painting,The Garter,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-26939-001.jpg,Jean François de Troy,1724,Oil on canvas,25 1/2 × 21 1/8 in. (64.8 × 53.7 cm),64.77013,53.657608
438127,2019.141.21,Painting,The Declaration of Love,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19651-001.jpg,Jean François de Troy,ca. 1724,Oil on canvas,25 5/8 × 21 in. (65.1 × 53.3 cm),65.08763,53.340107
438128,2019.141.19,Painting,The Flight into Egypt,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/CT_41570.jpg,Giovanni Battista Tiepolo,ca. 1767–70,Oil on canvas,23 5/8 × 16 1/4 in. (60 × 41.3 cm),60.00762,41.27508
438129,2019.141.18,Painting,The Meeting of Antony and Cleopatra,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT293615.jpg,Giovanni Battista Tiepolo,ca. 1745–47,Oil on canvas,18 1/4 × 26 1/4 in. (46.4 × 66.7 cm),46.35509,66.67513
438130,2019.141.20,Painting,The Departure of the Gondola,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT209325.jpg,Giovanni Domenico Tiepolo,mid-1760s,Oil on canvas,14 1/8 × 28 3/4 in. (35.9 × 73 cm),35.87757,73.02515
438132,2019.141.23,Painting,Julie Le Brun (1780–1819) Looking in a Mirror,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-26883-001.jpg,Elisabeth Louise Vigée Le Brun,1787,Oil on canvas,28 3/4 × 23 3/8 in. (73 × 59.4 cm),73.02515,59.37262
438134,1999.225,Painting,Saint Catherine of Alexandria in Prison,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-035.jpg,Paolo Veronese (Paolo Caliari),ca. 1585,Oil on canvas,45 3/4 x 33 in. (116.2 x 83.8 cm),116.2,83.8
438136,2001.473,Painting,The Fishermen (Fantastic Scene),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2157.jpg,Paul Cézanne,ca. 1875,Oil on canvas,21 3/4 x 32 1/4 in. (55.2 x 81.9 cm),55.2,81.9
438139,2012.451,Painting,Madonna and Child with the Infant Saint John the Baptist,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP322017.jpg,Santi di Tito,early 1570s,Oil on wood,40 7/8 x 33 3/4 in. (103.8 x 85.7 cm),103.82271,85.725174
438144,1999.442,Painting,"The ""Kearsarge"" at Boulogne",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-25464-001.jpg,Edouard Manet,1864,Oil on canvas,32 1/8 x 39 3/8 in. (81.6 x 100 cm),81.6,100.0
438156,2008.277,Painting,Young Woman with Ibis,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP212152.jpg,Edgar Degas,1857–58; reworked 1860–62,Oil on canvas,39 3/8 x 29 1/2 in. (100 x 74.9 cm),100.0,74.9
438158,2012.575,Painting,Springtime,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-33707-001.jpg,Pierre-Auguste Cot,1873,Oil on canvas,83 5/16 × 50 5/16 in. (211.6 × 127.8 cm),211.61417,127.79401
438159,2019.167.1,Painting,An Eruption of Vesuvius,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP155336.jpg,Johan Christian Dahl,1824,Oil on canvas,37 x 54 3/4 in. (94 x 139.1 cm),94.0,139.1
438169,2007.91,Painting,Salvator Mundi,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP148737.jpg,Domenico Fetti,ca. 1622–23,Oil on wood,23 1/2 x 17 1/4 in. (59.7 x 43.8 cm),59.7,43.8
438338,1998.188,Painting,The Burial of Christ,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP312834.jpg,Annibale Carracci,1595,Oil on copper,17 1/4 x 13 3/4 in. (43.8 x 34.9 cm),43.8,34.9
438373,2005.331.1,Painting,A Winter Landscape with Ice Skaters and an Imaginary Castle,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120412.jpg,Christoffel van den Berghe,ca. 1615–20,Oil on wood,"Overall, with added strips, 11 x 18 3/8 in. (27.9 x 46.7 cm); painted surface 10 3/4 x 18 in. (27.3 x 45.7 cm)",27.9401,46.6726
438374,2005.331.2,Painting,A Beach with Fishing Boats,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120413.jpg,Jan van Goyen,probably 1653,Oil on wood,11 x 17 in. (27.9 x 43.2 cm),27.9401,43.1801
438375,2005.331.3,Painting,A View of The Hague from the Northwest,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP147601.jpg,Jan van Goyen,1647,Oil on wood,26 x 37 7/8 in. (66 x 96.2 cm),66.0,96.2
438376,2005.331.4,Painting,"Still Life with Oysters, a Silver Tazza, and Glassware",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120415.jpg,Willem Claesz Heda,1635,Oil on wood,19 5/8 x 31 3/4 in. (49.8 x 80.6 cm),49.8476,80.6452
438377,2005.331.5,Painting,Portrait of a Man with a Shell,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120416.jpg,Thomas de Keyser,ca. 1625–26,Oil on wood,9 3/8 x 6 3/4 in. (23.8 x 17.1 cm),23.8125,17.145
438378,2005.331.6,Painting,Portrait of a Woman with a Balance,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120417.jpg,Thomas de Keyser,ca. 1625–26,Oil on wood,9 1/8 x 6 7/8 in. (23.2 x 17.5 cm),23.2,17.5
438379,2005.331.7,Painting,Young Woman with a Red Necklace,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120418.jpg,Rembrandt,ca. 1645,Oil on wood,"Overall, with added strips, 8 1/2 x 7 1/4 in. (21.6 x 18.4 cm)",21.59,18.415
438380,2005.331.8,Painting,Fishing Boats on a River,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP120419.jpg,Salomon van Ruysdael,early 1660s,Oil on wood,"Overall, with added strips, 14 3/4 x 21 7/8 in. (37.5 x 55.6 cm); painted surface 14 1/4 x 21 1/4 in. (36.2 x 54 cm)",37.4651,55.5626
438381,2001.652,Painting,View from the Quai d'Orsay,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT5338.jpg,Johan Barthold Jongkind,1854,"Oil on canvas, mounted on wood",17 1/4 x 26 in. (43.8 x 66 cm),43.8,66.0
438385,32.100.40bc,"Painting, wings of a triptych",Saint John the Baptist; Saint Francis Receiving the Stigmata,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-019.jpg,Gerard David,ca. 1485–90,Oil on wood,"Left wing, overall 18 x 6 5/8 in. (45.7 x 16.8 cm), original painted surface 17 5/8 x 5 7/8 in. (44.8 x 14.9 cm); right wing, overall 17 7/8 x 6 1/2 in. (45.4 x 16.5 cm), original painted surface 17 5/8 x 5 3/4 in. (44.8 x 14.6 cm)",45.7,16.8
438387,2001.417,Painting,The Virgin Adored by Saints,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-24114-001.jpg,Scarsellino (Ippolito Scarsella),ca. 1609,Oil on copper,19 1/4 x 29 1/4 in. (48.9 x 74.3 cm),48.9,74.3
438389,1999.101,Painting,"Madame Jacques-Louis-Étienne Reizet (Colette-Désirée-Thérèse Godefroy, 1782–1850)",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP135222.jpg,Anne Louis Girodet-Trioson,1823,Oil on canvas,23 3/4 x 19 1/2 in. (60.3 x 49.5 cm),60.3,49.5
438393,1999.287,"Painting, miniature",Pope Pius VII (1742–1823),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/266215gw.jpg,Bianca Boni,ca. 1820,Watercolor on ivory,Diameter 2 3/4 in. (70 mm),6.985014,6.985014
438407,2001.613,Painting,Man Holding a Jug,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-25892-001.jpg,Michiel Sweerts,ca. 1660,Oil on canvas,19 3/8 x 15 3/8 in. (49.2 x 39.1 cm),49.2,39.1
438415,41.190.40b,"Painting, lunette",God the Father,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP1444.jpg,Ambrogio Bevilacqua,,Oil on wood,"Overall, including frame, 20 1/2 x 38 1/2 in. (52.1 x 97.8 cm)",52.1,97.8
438417,2000.51,Painting,Two Men Contemplating the Moon,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-31997-001-NEW.jpg,Caspar David Friedrich,ca. 1825–30,Oil on canvas,13 3/4 x 17 1/4 in. (34.9 x 43.8 cm),34.9,43.8
438423,1999.532,Painting,The Crucifixion,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4527.jpg,Bernardo Daddi,ca. 1325–30,"Tempera on wood, gold ground",Overall 18 1/4 x 11 3/8 in. (46.4 x 28.9 cm); painted surface 17 1/2 x 11 3/8 in. (44.5 x 28.9 cm),46.4,28.9
438427,2000.68,Painting,The Lamentation,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-26972-001.jpg,Ludovico Carracci,ca. 1582,Oil on canvas,37 1/2 x 68 in. (95.3 x 172.7 cm),95.3,172.7
438432,2000.420,Painting,Madonna and Child,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP221238.jpg,Francesco Granacci (Francesco di Andrea di Marco),ca. 1520,Oil on wood,34 1/8 x 25  3/8 in. (86.7 x 64.5 cm),86.7,64.5
438434,2005.186,Painting,The Virgin Adoring the Host,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP136074.jpg,Jean Auguste Dominique Ingres,1852,Oil on canvas,15 7/8 x 12 7/8 in. (40.3 x 32.7 cm),40.3,32.7
438445,2006.409,"Painting, triptych",The Crucifixion,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP151337.jpg,Francesco Granacci (Francesco di Andrea di Marco),ca. 1510,Tempera and gold on wood,Central panel 19 x 11 1/2 in. (48.3 x 29.2 cm); each wing 19 x 6 in. (48.3 x 15.2 cm),48.3,29.2
438449,2001.45,Painting,View near Rouen,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT4937.jpg,Richard Parkes Bonington,ca. 1825,Oil on millboard,11 x 13 in. (27.9 x 33 cm),27.9,33.0
438462,2023.733,,The Massacre of the Innocents,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-31220-001.jpg,François Joseph Navez,1824,Oil on canvas,46 x 52 3/4 in. (117 x 134 cm),116.8,134.0
438465,2001.216.1,Painting,Landscape with Travelers on a Woodland Path,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-24113-001.jpg,Jan Brueghel the Elder,ca. 1607,Oil on copper,3 3/4 x 6 in. (9.5 x 15.2 cm),9.5,15.2
438466,2001.216.2,Painting,The Flagellation,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164873.jpg,Master of the Berswordt Altar,ca. 1400,"Oil, egg(?), and gold on plywood, transferred from wood",22 3/4 x 16 7/8 in. (57.8 x 42.9 cm),57.8,42.9
438467,2001.216.3,Painting,The Birth and Naming of Saint John the Baptist; (reverse) Trompe-l'oeil with Painting of The Man of Sorrows,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP136254.jpg,Bernard van Orley,ca. 1514–15,Oil on wood,25 × 30 in. (63.5 × 76.2 cm),63.5,76.2
438490,2001.403,Painting,"Interior of the Oude Kerk, Delft",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145954.jpg,Emanuel de Witte,probably 1650,Oil on wood,19 x 13 5/8 in. (48.3 x 34.6 cm),48.3,34.6
438510,2002.151,Painting,The Outskirts of a Village,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep2002.151.jpg,Edmond-François Aman-Jean,ca. 1880,Oil on panel,4 7/8 x 8 9/16 in. (12.4 x 21.7 cm),12.3825,21.7488
438541,2001.720,Painting,"Scene from the Gallic Wars: The Gaul Littavicus, Betraying the Roman Cause, Flees to Gergovie to Support Vercingétorix",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23478-001.jpg,Théodore Chassériau,ca. 1838–40,Oil on canvas,13 1/2 x 17 3/4 in. (34.3 x 45.1 cm),34.2901,45.0851
438543,2002.68,Painting,Still Life with Shells and a Chip-Wood Box,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-25756-001.jpg,Sebastian Stoskopff,late 1620s,Oil on canvas,18 1/2 x 23 3/8 in. (47 x 59.4 cm),46.9901,59.3726
438544,2002.22,"Painting, drawing","Gustavus Hamilton (1710–1746), Second Viscount Boyne, in Masquerade Costume",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP161652.jpg,Rosalba Carriera,1730–31,"Pastel on paper, laid down on canvas",22 1/4 x 16 7/8 in. (56.5 x 42.9 cm),56.5151,42.8626
438545,2019.141.1,Painting,"Léon Pallière (1787–1820) in His Room at the Villa Medici, Rome",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT235903.jpg,Jean Alaux,1817,Oil on canvas,22 7/8 × 17 7/8 in. (58.1 × 45.4 cm),58.102615,45.40259
438546,2002.31,Painting,Madame Charles Maurice de Talleyrand Périgord (1761–1835),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-417-001.jpg,baron François Gérard,ca. 1804,Oil on canvas,88 7/8 x 64 7/8 in. (225.7 x 164.8 cm),225.743,164.7828
438551,2003.20.2,Painting,"On the Beach, Sunset",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1031.jpg,Eugène Boudin,1865,Oil on wood,15 x 23 in. (38.1 x 58.4 cm),38.1001,58.4201
438559,2002.69,Painting,The Sack of Jerusalem by the Romans,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17607-001.jpg,François Joseph Heim,1824,Oil on canvas,14 x 15 in. (35.6 x 38.1 cm),35.5601,38.1001
438561,2024.593,Painting,The Denial of Saint Peter,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-40824-001.jpg,Ludovico Carracci,ca. 1616,Oil on canvas,67 5/8 × 45 11/16 in. (171.8 × 116 cm),171.8,116.0
438585,2002.439,"Painting, drawing",Jean Charles Garnier d'Isle (1697–1755),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP161653.jpg,Maurice Quentin de La Tour,ca. 1750,"Pastel and gouache on blue paper, laid down on canvas",25 3/8 x 21 1/4 in. (64.5 x 54 cm),64.4526,53.9751
438590,2002.291,Painting,"Comtesse de La Tour-Maubourg (Marie-Louise-Charlotte-Gabrielle Thomas de Pange, 1816–1850)",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-25138-001.jpg,Théodore Chassériau,1841,Oil on canvas,52 x 37 1/4 in. (132.1 x 94.6 cm),132.0803,94.6152
438603,2002.441,Painting,"François Gérard (1770–1837), later Baron Gérard",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP327712.jpg,baron Antoine Jean Gros,ca. 1790,Oil on canvas,22 1/8 x 18 5/8 in. (56.2 x 47.3 cm),56.1976,47.3076
438605,2002.436,Painting,The Crucifixion,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP278472.jpg,Pietro Lorenzetti,1340s,Tempera and gold leaf on wood,Overall 16 1/2 x 12 1/2 in. (41.9 x 31.8 cm); painted surface 14 1/8 x 10 1/8 in. (35.9 x 25.7 cm),35.8776,25.717552
438615,2003.26,"Painting, drawing",Olivier Journu (1724–1783),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP161654.jpg,Jean-Baptiste Perronneau,1756,"Pastel on blue-gray laid paper, laid down on canvas",22 7/8 x 18 1/2 in. (58.1 x 47 cm),58.1026,46.9901
438616,2002.613,Painting,Retreat from the Storm,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1986.jpg,Jean-François Millet,ca. 1846,Oil on canvas,18 1/4 x 15 in. (46.4 x 38.1 cm),46.3551,38.1001
438617,2002.564,Painting,"The Children of Martin Anton Heckscher: Johann Gustav Wilhelm Moritz (1797–1865), Carl Martin Adolph (1796–1850), and Leopold (born 1792)",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23352-001.jpg,Johann Heinrich Wilhelm Tischbein,1803,Oil on canvas,58 x 45 in. (147.3 x 114.3 cm),147.3203,114.3002
438618,2003.42.1,Painting,Edge of a Wood,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169441.jpg,Théodore Caruelle d'Aligny,ca. 1850,Oil on canvas,10 1/8 x 14 1/4 in. (25.7 x 36.2 cm),25.7176,36.2
438624,2003.42.4,Painting,Lake Fucino and the Abruzzi Mountains,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP168286.jpg,Joseph Bidauld,ca. 1789,"Oil on paper, laid down on canvas",10 x 19 in. (25.4 x 48.3 cm),25.4,48.3
438629,2003.42.9,Painting,First Steps,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169443.jpg,Franz Ludwig Catel,ca. 1820–25,Oil on canvas,18 3/4 x 14 3/4 in. (47.6 x 37.4 cm),47.6251,37.4
438634,2003.42.12,Painting,View of Beirut,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169445.jpg,Jules Coignet,1844,"Oil on paper, laid down on canvas",13 1/8 x 20 3/8 in. (33.3 x 51.7 cm),33.3,51.7
438635,2003.42.13,Painting,Waterfall at Terni,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP274250.jpg,Camille Corot,1826,"Oil on paper, laid down on wood",10 1/2 x 12 1/8 in. (26.7 x 30.8 cm),26.6701,30.7976
438636,2003.42.14,Painting,Cow in a Barn,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169446.jpg,Camille Corot,,"Oil on paper, laid down on canvas",8 1/8 x 10 3/4 in. (20.7 x 27.3 cm),20.7,27.3
438640,2003.42.22,Painting,Mountainous Landscape at Vicovaro,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169450.jpg,Simon Denis,ca. 1786–97,Oil on paper,8 5/8 x 12 7/8 in. (21.9 x 32.7 cm),21.9075,32.7026
438641,2003.42.23,Painting,Mountainous Landscape at Tivoli,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169451.jpg,Simon Denis,ca. 1786–97,Oil on paper,7 x 12 1/2 in. (17.8 x 31.8 cm),17.78,31.7501
438642,2003.42.18,Painting,Cloud Study (Early Evening),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP103066.jpg,Simon Denis,ca. 1786–1806,Oil on paper,8 7/8 x 10 1/8 in. (22.5 x 25.7 cm),22.5,25.7176
438643,2003.42.19,Painting,Cloud Study (Distant Storm),European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169448.jpg,Simon Denis,ca. 1786–1806,Oil on paper,7 1/2 x 9 7/8 in. (19.1 x 25.1 cm),19.05,25.0826
438644,2003.42.20,Painting,"View on the Quirinal Hill, Rome",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP150997.jpg,Simon Denis,1800,"Oil on paper, laid down on canvas",11 5/8 x 16 1/8 in. (29.5 x 41 cm),29.5,41.0
438645,2003.42.21,Painting,Fortified Wall at Tivoli,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169449.jpg,Simon Denis,ca. 1786–1806,"Oil on paper, laid down on wood",13 1/8 x 15 7/8 in. (33.3 x 40.3 cm),33.3376,40.3
438654,2003.42.30,Painting,Dramatic Scene with Monks in a Crypt,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169456.jpg,Alexandre Evariste Fragonard,,Oil on canvas,28 5/8 x 35 7/8 in. (72.7 x 91.1 cm),72.7076,91.1227
438659,2003.42.36,Painting,"Monks in the Cloister of the Church of Gesù e Maria, Rome",European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP274955.jpg,François Marius Granet,1808,Oil on canvas,19 1/2 x 15 3/8 in. (49.5 x 39.1 cm),49.5,39.1
438661,2003.42.38,Painting,Study of a Female Nude,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP103071.jpg,Henri Lehmann,1840,Oil on canvas,14 x 8 3/4 in. (35.5 x 22.3 cm),35.5,22.3
