objectID,accessionNumber,objectName,title,department,primaryImage,artistDisplayName,objectDate,medium,dimensions,measurements.Height,measurements.Width
10028,66.73,Painting,Orange Branch,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap66.73.jpg,John La Farge,ca. 1883,Oil on canvas,54 5/8 x 11 5/8 in. (138.4 x 29.5 cm),138.7,29.5
10035,67.187.138,Painting,Pasture at Evening,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap67.187.138.jpg,Albert Pinkham Ryder,1912–32,Oil on canvas,12 x 16 in. (30.5 x 40.6 cm),30.5,40.6
10049,13.140,Painting,"""King Lear,"" Act I, Scene I",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP256059.jpg,Edwin Austin Abbey,1898,Oil on canvas,54 1/4 x 127 1/4 in. (137.8 x 323.2 cm),137.8,323.2
10061,1972.263.5,Painting,"Leete Farm, West Claremont, New Hampshire",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.5.jpg,Francis Alexander,ca. 1822,Oil on canvas,17 x 27 1/4 in. (43.2 x 69.2 cm),43.2,69.2
10062,39.46,Painting,In the Laboratory,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT1268.jpg,Henry Alexander,ca. 1885–87,Oil on canvas,36 x 30 in. (91.4 x 76.2 cm),91.4,76.2
10065,1980.224,Painting,Repose,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT1551.jpg,John White Alexander,1895,Oil on canvas,52 1/4 x 63 5/8 in. (132.7 x 161.6 cm),132.7,161.6
10066,12.90,Painting,The Ring,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP273005.jpg,John White Alexander,1911,Oil on canvas,48 3/4 x 36 3/8 in. (123.8 x 92.4 cm),123.8,92.4
10067,08.139.1,Painting,Study in Green and Black,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-12213-001.jpg,John White Alexander,by 1906,Oil on canvas,50 x 40 1/8 in. (127 x 101.9 cm),127.0,101.9177
10068,91.18,Painting,Walt Whitman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap91.18.jpg,John White Alexander,1889,Oil on canvas,50 x 40 in. (127 x 101.6 cm),127.0,101.6002
10070,01.7.2,Painting,The Spanish Girl in Reverie,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap01.7.2.jpg,Washington Allston,1831,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5
10072,56.53,Painting,A Study from Life [and] Study for Angel Releasing Saint Peter from Prison,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap56.53.jpg,Washington Allston,ca. 1815,Oil on paperboard,36 1/4 x 26 3/4 in. (92.1 x 67.9 cm),92.1,67.9
10074,95.12,"Painting, miniature",Maurice Levy,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-15884-001.jpg,Ezra Ames,ca. 1820,Watercolor on ivory,2 15/16 x 2 3/8 in. (7.5 x 6 cm),7.5,6.0
10075,40.94,Painting,Philip Van Cortlandt,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap40.94.jpg,Ezra Ames,ca. 1810,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),91.4,71.1
10076,10.106,Painting,James Topham Brady,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap10.106.jpg,Joseph Alexander Ames,1869,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5
10077,1987.404,Painting,The Children of Nathan Starr,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT5812.jpg,Ambrose Andrews,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),72.1,92.7
10080,40.40,Painting,The Way They Live,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT105.jpg,Thomas Anshutz,1879,Oil on canvas,24 x 17 in. (61 x 43.2 cm),61.0,43.2
10081,63.200.5,Painting,Hudson's Bay Lemming,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap63.200.5.jpg,John Woodhouse Audubon,1846,Oil on canvas,14 x 22 in. (35.6 x 55.9 cm),35.6,55.9
10082,83.2.468,Painting,Benjamin Franklin,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap83.2.468.jpg,William P. Babcock,ca. 1876,Oil on wood,12 1/8 x 8 in. (30.6 x 20.3 cm),30.8,20.3
10083,83.2.237,Painting,Portrait of Benjamin Franklin,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/25597.jpg,William P. Babcock,ca. 1870–80 (?),Oil on wood,5 1/4 x 4 1/8 in. (13.3 x 10.5 cm),13.3,10.4775
10084,83.2.337,Painting,Portrait of the Marquis de Lafayette,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/25684.jpg,William P. Babcock,1850–80,Oil on wood,5 x 5 3/4 in. (12.7 x 14.6 cm),12.7,14.605
10085,29.85,Painting,James Badger,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap29.85.jpg,Joseph Badger,1760,Oil on canvas,42 1/2 x 33 1/8 in. (108 x 84.1 cm),108.0,84.1
10087,1977.258.2,Painting,New York Harbor with Brooklyn Bridge,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP156439.jpg,G. Baker,after 1869,Oil on canvas,26 x 44 in. (66 x 111.8 cm),66.0,111.8
10088,12.83,"Painting, miniature",Elizabeth Humphrey,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/12896.jpg,Martha Susan Baker,1899,Watercolor on ivory,Sight: 3 1/4 x 2 3/8 in. (8.3 x 6 cm),8.255,6.0325
10092,81.13,Painting,John F. Kensett,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap81.13.jpg,George Augustus Baker Jr.,1875,Oil on canvas,27 x 22 in. (68.6 x 55.9 cm),68.6,55.9
10093,40.144,Painting,Mrs. William Loring Andrews,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap40.144.jpg,George Augustus Baker Jr.,1861–63,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5
10116,1980.360.12,Painting,American Eagle on Red Scroll,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.12.jpg,W. H. Bean,1860–1900,"Oil on canvas, mounted on masonite","19 3/4 × 23 3/4 in. (50.2 × 60.3 cm)
Framed: 26 1/4 × 22 5/16 × 1 9/16 in. (66.7 × 56.7 × 4 cm)",50.2,60.3
10131,67.55.164,Painting,Lake of Orta,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap67.55.164.jpg,J. Carroll Beckwith,1910 or 1911,Oil on wood,13 3/4 x 10 1/2 in. (34.9 x 26.7 cm),34.9,26.7
10135,26.286,"Painting, miniature",Elizabeth Ann Timothy,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168945.jpg,Henry Benbridge,ca. 1775–85,Watercolor and gouache on ivory,1 1/2 x 1 1/8 in. (3.7 x 3 cm),3.7,3.0
10136,29.58,Painting,Mrs. Benjamin Simons,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap29.58.jpg,Henry Benbridge,ca. 1771–76,Oil on canvas,29 7/8 x 25 in. (75.5 x 63.5 cm),75.9,63.5
10137,28.209.3,"Painting, miniature",Mrs. Clark,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap28.209.3.jpg,Henry Benbridge,ca. 1770–73,Watercolor on ivory,Sight: 1 5/8 x 1 5/16 in. (4.1 x 3.3 cm),4.1275,3.3338
10138,69.202,Painting,Portrait of a Gentleman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap69.202.jpg,Henry Benbridge,ca. 1770–72,Oil on canvas,49 1/4 x 39 1/2 in. (125.1 x 100.3 cm),125.1,100.3
10139,68.222.21,"Painting, miniature",Portrait of a Gentleman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP217216.jpg,Henry Benbridge,ca. 1780,Watercolor on ivory,1 1/2 x 1 in. (3.9 x 2.5 cm),3.9,2.5
10140,54.90.18,Watercolor,"Quarantine, Staten Island",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP241907.jpg,William James Bennett,1833,"Watercolor, gouache, and ink gouache on off-white wove paper",17 11/16 x 24 1/2 in. (44.9 x 62.2 cm),44.9,62.2301
10149,1982.119.1,Painting,Canadian Rockies (Lake Louise),The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT7282.jpg,Albert Bierstadt,ca. 1889,Oil on paper mounted to board,"14 3/4 x 21in. (37.5 x 53.3cm)
Framed: 25 13/16 x 34 9/16 x 3 9/16 in. (65.5 x 87.8 x 9 cm)",37.5,53.3
10150,09.214.1,Painting,"Merced River, Yosemite Valley",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2961.jpg,Albert Bierstadt,1866,Oil on canvas,36 x 50 in. (91.4 x 127 cm),91.4,127.0
10151,1979.490.2,Painting,Mountain Scene,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT9506.jpg,Albert Bierstadt,1880–90,Oil on paper,14 3/4 x 21 in. (37.5 x 53.3 cm),37.5,53.3
10152,1979.490.3,Painting,"Nevada Falls, Yosemite",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT9507.jpg,Albert Bierstadt,1872 or 1873,Oil on canvas,"39 × 30 in. (99.1 × 76.2 cm)
Framed: 48 1/16 x 39 x 5 1/16 in. (122 x 99.1 x 12.8 cm)",99.060196,76.20015
10154,07.123,Painting,"The Rocky Mountains, Lander's Peak",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT82.jpg,Albert Bierstadt,1863,Oil on canvas,73 1/2 x 120 3/4 in. (186.7 x 306.7 cm),186.7,306.7
10155,1979.490.4,Painting,Sea Cove,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT9508.jpg,Albert Bierstadt,ca. 1880–90,Oil on wood,14 x 19 in. (35.6 x 48.3 cm),35.6,48.3
10156,1976.337,Painting,Study of a Tree,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1976.337.jpg,Albert Bierstadt,ca. 1864,Oil on paper mounted on board,9 1/4 x 7 7/8 in. (23.5 x 20 cm),23.5,20.0
10158,66.114,Painting,Sunrise on the Matterhorn,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT218107.jpg,Albert Bierstadt,after 1875,Oil on canvas,58 1/2 x 42 5/8 in. (148.6 x 108.3 cm),148.6,108.3
10159,33.61,Painting,Fur Traders Descending the Missouri,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT73.jpg,George Caleb Bingham,1845,Oil on canvas,29 x 36 1/2 in. (73.7 x 92.7 cm),73.7,92.7
10164,55.202,"Painting, miniature",Bishop William White,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap55.202.jpg,William Russell Birch,ca. 1830,Enamel on copper,1 1/4 x 1 1/8 in. (3.3 x 2.6 cm),3.3,2.6
10165,1985.141.12,"Painting, miniature",Brock Livingston Delaplaine,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168963.jpg,William Russell Birch,1817,Enamel on copper,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),7.62,6.35
10166,95.14.116,"Painting, miniature",Daniel Webster,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap95.14.116.jpg,William Russell Birch,after 1833,Enamel on copper,Sight: 1 5/16 x 1 1/16 in. (3.3 x 2.7 cm),3.3338,2.6988
10167,28.209.1,"Painting, miniature",Mary Birch,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap28.209.1.jpg,William Russell Birch,1785,Enamel on copper,1 5/8 x 1 3/8 in. (4.1 x 3.5 cm),4.1,3.5
10174,16.68.2,Painting,Mary Sylvester,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP162258.jpg,Joseph Blackburn,1754,Oil on canvas,49 7/8 x 40 in. (126.7 x 101.6 cm),126.7,101.6
10175,16.68.3,Painting,Mrs. David Chesebrough,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap16.68.3.jpg,Joseph Blackburn,1754,Oil on canvas,49 7/8 x 40 1/8 in. (126.7 x 101.9 cm),126.7,101.9
10176,1979.196.2,Painting,Mrs. Samuel Cutts,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT9848.jpg,Joseph Blackburn,ca. 1762–63,Oil on canvas,50 1/4 x 40 1/2 in. (127.6 x 102.9 cm),127.6,102.9
10177,1979.196.1,Painting,Samuel Cutts,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1979.196.1.jpg,Joseph Blackburn,ca. 1762–63,Oil on canvas,50 1/4 x 40 3/8 in. (127.6 x 102.6 cm),127.6,102.6
10178,1974.212,Painting,The Boulder and the Flume,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1974.212.jpg,Ralph Albert Blakelock,1878,Oil on canvas,54 x 28 in. (137.2 x 71.1 cm),137.2,71.1
10180,06.1269,Painting,An Indian Encampment,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap06.1269.jpg,Ralph Albert Blakelock,ca. 1880–1900,Oil on canvas,37 5/8 x 40 5/8 in. (95.6 x 103.2 cm),95.6,103.2
10181,29.35,Painting,Landscape,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap29.35.jpg,Ralph Albert Blakelock,1885–95,Oil on canvas,27 x 37 3/8 in. (68.6 x 94.9 cm),68.6,94.9
10182,09.25.1,Painting,The Pipe Dance,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-28033-001.jpg,Ralph Albert Blakelock,ca. 1880–1900,Oil on canvas,48 1/2 x 72 in. (123.2 x 182.9 cm),123.2,182.9
10183,52.48.2,Painting,"A Waterfall, Moonlight",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP343327.jpg,Ralph Albert Blakelock,by 1886,Oil on canvas,56 1/4 x 35 3/4 in. (142.9 x 90.8 cm),142.9,90.8
10185,67.29,Painting,Luigi Palma di Cesnola,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-18282-001.jpg,Jacob D. Blondel,1865,Oil on canvas,27 1/4 x 22 1/8 in. (69.2 x 56.2 cm),69.2,56.2
10186,04.31,Painting,The Ameya,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT222052.jpg,Robert Frederick Blum,by 1893,Oil on canvas,25 1/16 x 31 1/16 in. (63.7 x 78.9 cm),63.7,78.9
10189,04.30,Watercolor,"Street Scene in Ikao, Japan",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT210801.jpg,Robert Frederick Blum,,"Watercolor, gouache, and graphite on off-white wove paper",Sight: 10 3/8 x 12 5/8 in. (26.4 x 32.1 cm),41.27508,53.97511
10190,1976.340.2,Painting,"View from the Artist's Window, Grove Street",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1976.340.2.jpg,Robert Frederick Blum,ca. 1900,Oil on canvas,22 5/16 x 19 1/2 in. (56.7 x 49.5 cm),56.7,49.5
10191,57.19,Painting,Corn Husking,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap57.19.jpg,David Gilmour Blythe,ca. 1863–64,Oil on canvas,24 x 33 1/2 in. (61 x 85.1 cm),61.0,85.1
10194,54.90.295,Painting,"Seventh Regiment on Review, Washington Square, New York",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2023.jpg,Otto Boetticher,1851,Oil on canvas,24 x 36 in. (61 x 91.4 cm),61.0,91.4
10207,1982.443.1,Painting,An Arctic Summer: Boring Through the Pack in Melville Bay,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2101.jpg,William Bradford,1871,Oil on canvas,51 3/4 x 78 in. (131.4 x 198.1 cm); framed: 60 x 86 1/2 x 4 in.,131.4,198.1
10209,1971.192,Painting,Shipwreck off Nantucket (Wreck off Nantucket after a Storm),The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1971.192.jpg,William Bradford,ca. 1860–61,Oil on canvas,"40 × 64 in. (101.6 × 162.6 cm)
Framed: 55 7/8 × 79 1/2 × 6 1/4 in. (141.9 × 201.9 × 15.9 cm)",101.6,162.6
10210,66.242.23,Painting,Emma Homan,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT2024.jpg,John Bradley,ca. 1844,Oil on canvas,34 x 27 1/8 in. (86.4 x 68.9 cm),86.4,68.9
10214,1974.358,Watercolor,The Farm,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1974.358.jpg,Alfred Thompson Bricher,ca. 1880–90,"Watercolor, gouache, and graphite on white wove paper",14 x 19 15/16 in. (35.6 x 50.6 cm),35.5601,50.6
10215,08.237.3,Painting,Marine Landscape,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap08.237.3.jpg,Alfred Thompson Bricher,ca. 1895,Oil on canvas,25 x 52 in. (63.5 x 132.1 cm),63.5,132.1
10216,1970.284,Watercolor,Rocks and Sea,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1970.284.jpg,Alfred Thompson Bricher,,"Watercolor, gouache, and graphite on off-white wove paper",21 5/16 x 14 13/16 in. (54.1 x 37.6 cm),54.1,37.6238
10217,27.217,"Painting, miniature",Captain Graham,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap27.217.jpg,Andrew Robertson,ca. 1805,Watercolor on ivory,Sight: 2 7/16 x 2 in. (6.2 x 5.1 cm),6.1913,5.08
10218,1985.141.4,"Painting, miniature",Carolyn Mishner,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168961.jpg,Hugh Bridport,ca. 1825,Watercolor on ivory,2 1/2 x 2 1/16 in. (6.2 x 5.2 cm),6.4,5.1
10219,68.107,"Painting, miniature",Joel Roberts Poinsett,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap68.107.jpg,Hugh Bridport,1843,Watercolor on ivory,3 7/16 x 2 11/16 in. (8.7 x 6.8 cm),8.7,6.8
10235,03.34,Painting,"View at Amalfi, Bay of Salerno",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS224.jpg,George Loring Brown,1857,Oil on canvas,33 1/4 x 53 3/4 in. (84.5 x 136.5 cm),84.5,136.5
10239,09.26.5,Painting,Meditation,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap09.26.5.jpg,John George Brown,ca. 1900–1910,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),76.2,63.5
10240,21.115.3,Painting,The Music Lesson,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP156440.jpg,John George Brown,1870,Oil on canvas,24 x 20 in. (61 x 50.8 cm),61.0,50.8
10241,63.130.2,Painting,To Decide the Question,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS238.jpg,John George Brown,1897,Oil on canvas,30 x 40 in. (76.2 x 101.6 cm),76.2,101.6
10242,68.222.16,"Painting, miniature",Portrait of a Gentleman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap68.222.16.jpg,John Henry Brown,ca. 1845,Watercolor on ivory,2 7/8 x 2 3/8 in. (7.3 x 6 cm),7.3025,6.0325
10246,64.129,Painting,Lady with a Dog,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS239.jpg,Mather Brown,1786,Oil on canvas,49 1/2 x 39 1/2 in. (125.7 x 100.3 cm),125.7,100.3
10247,65.235,Painting,Portrait of a Young Woman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap65.235.jpg,Mather Brown,1801,Oil on canvas,50 x 40 1/4 in. (127 x 102.2 cm),127.0,102.2
10258,09.72.1,Painting,Early Morning—Venice,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap09.72.1.jpg,William Gedney Bunce,ca. 1905,Oil on wood,12 1/2 x 16 1/4 in. (31.7 x 41.3 cm),31.8,41.3
10259,93.20,Painting,Eleanor Hardy Bunker,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap93.20.jpg,Dennis Miller Bunker,1890,Oil on canvas,24 x 20 7/8 in. (61 x 53 cm),61.0,53.0
10353,54.90.136,Painting,"Wall Street, Half Past Two, October 13, 1857",The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap54.90.136.jpg,James H. Cafferty,1857,Oil on paper,17 7/8 x 14 in. (43.5 x 35.9 cm),45.4,35.6
10362,1985.352.1,Watercolor,View of New York from Williamsburg,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1985.352.1.jpg,Nicolino Calyo,,"Watercolor, gouache on off-white wove paper",13 7/16 x 20 3/8 in. (34.1 x 51.8 cm),34.1,51.7526
10363,1985.352.2,Watercolor,View of New York from Hoboken,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1985.352.2.jpg,Nicolino Calyo,,"Watercolor, gouache on off-white wove paper",13 7/16 x 20 1/2 in. (34.1 x 52.1 cm),34.1,52.0701
10364,54.90.148,Drawing,View of the City of New York and the Marine Hospital Taken from Wallabout,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS2262.jpg,Nicolino Calyo,,Gouache on off-white  wove paper,17 15/16 x 26 1/16 in. (45.6 x 66.2 cm),45.6,66.1989
10365,54.90.174,Watercolor,View of the City of New York and Governors Island Taken from Brooklyn Heights on the Morning after the Conflagration,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap54.90.174.jpg,Nicolino Calyo,,"Watercolor, gouache on off-white wove paper",19 5/8 x 25 5/8 in. (49.8 x 65.1 cm),49.8,65.0876
10366,54.90.147,Drawing,View of Hoboken Taken from the Ferry,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap54.90.147.jpg,Nicolino Calyo,ca. 1838,Gouache on off-white wove paper,18 1/16 x 25 7/8 in. (45.9 x 65.7 cm),45.9,65.7226
10367,54.90.155,Drawing,View of the Tunnel of the Harlem Railroad,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS2263.jpg,Nicolino Calyo,ca.1837,Gouache on off-white wove paper,18 x 26 in. (45.7 x 66 cm),45.7,66.0401
10371,49.126,Painting,After a Long Cruise,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-28304-001.jpg,John Carlin,1857,Oil on canvas,20 x 30 in. (50.8 x 76.2 cm),50.8,76.2
10372,68.222.17,"Painting, miniature",The Allen Children,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP161476.jpg,John Carlin,1847,Watercolor on ivory,4 1/16 x 3 3/8 in. (10.3 x 8.6 cm),10.3,8.6
10373,37.168,"Painting, miniature",Portrait of a Lady,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap37.168.jpg,John Carlin,1844,Watercolor on ivory,3 7/16 x 2 3/4 in. (8.7 x 7 cm),8.7,6.985
10374,1979.188,"Painting, miniature",The Thompson Children,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP222409.jpg,John Carlin,1846,Watercolor on ivory,4 5/16 x 3 9/16 in. (11 x 9 cm),11.0,9.0
10379,1977.377,Drawing,Hyde Park,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap1977.377.jpg,Johann Hermann Carmiencke,1856,Graphite and white gouache on brown wove paper,16 3/16 x 24 1/16 in. (41.1 x 61.1 cm),41.1,61.1189
10381,1979.272,Painting,Mountain Lake Scene,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/APS1620.jpg,John William Casilear,1883,Oil on canvas,12 1/8 x 20 1/16 in. (30.8 x 51 cm),30.8,51.0
10421,1995.66,Painting,The Last Throw,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DT3850.jpg,Charles Robert Leslie,ca. 1840,Oil on canvas,"18 1/2 x 38in. (47 x 96.5cm)
Framed: 32 1/2 x 52 1/2 x 3 1/2 in. (82.6 x 133.4 cm)",47.0,96.5
10423,2006.457,Painting,Taking the Census,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP146263.jpg,Francis William Edmonds,1854,Oil on canvas,28 x 38 in. (71.1 x 96.5 cm),71.1,96.5202
10426,38.146.13,"Painting, miniature",Mrs. George Catlin (Clara Bartlet Gregory),The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP169289.jpg,George Catlin,ca. 1830,Watercolor on ivory,2  x 1 3/4 in.  (5.1 x 4.4 cm),5.4,4.4
10427,1985.141.1,"Painting, miniature",Portrait of a Gentleman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP168883.jpg,George Catlin,1827,Watercolor on ivory,2 3/8 x 1 7/8 in. (6 x 4.8 cm),6.0,4.7625
10431,62.256.5,Painting,The Constitution and the Guerriere,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP155950.jpg,Thomas Chambers,ca. 1845,Oil on canvas,24 3/4 x 31 1/4 in. (62.9 x 79.4 cm),62.9,79.4
10432,67.55.149,Watercolor,River Scene in England,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap67.55.149.jpg,James Wells Champney,,Watercolor and gouache on off-white wove paper,10 7/16 x 8 7/16 in. (26.5 x 21.4 cm),26.5,21.4313
10435,67.54,Painting,The Roman Campagna,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap67.54.jpg,John Gadsby Chapman,1864,Oil on canvas,36 1/8 x 59 7/8 in. (91.8 x 152.1 cm),91.8,152.1
10436,83.2.473,Painting,George Washington: Design for an Engraving,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/ap83.2.473.jpg,Alonzo Chappel,ca. 1860,Oil on paper mounted on paper and unstretched canvas,16 5/8 x 12 5/8 in. (42.2 x 32.1 cm),42.2,32.1
10437,54.90.489,Painting,Adult Funeral Procession,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-019.jpg,William P. Chappel,1870s,Oil on slate paper,6 x 9 1/4 in. (15.2 x 23.5 cm),15.2,23.5
10438,54.90.494,Painting,Baked Pears in Duane Park,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-011.jpg,William P. Chappel,1870s,Oil on slate paper,6 x 9 1/8 in. (15.2 x 23.2 cm),15.2,23.2
10439,54.90.515,Painting,Baptism,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-001.jpg,William P. Chappel,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),15.6,23.5
10440,54.90.514,Painting,Bathing Party,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-003.jpg,William P. Chappel,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),15.6,23.5
10441,54.90.511,Painting,Berg's Ship Yard,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-009.jpg,William P. Chappel,1870s,Oil on slate paper,6 1/8 x 9 1/8 in. (15.6 x 23.2 cm),15.6,23.2
10442,54.90.501,Painting,The Boot Black,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-013.jpg,William P. Chappel,1870s,Oil on slate paper,6 1/16 x 9 1/8 in. (15.4 x 23.2 cm),15.4,23.2
10443,54.90.493,Painting,Bull's Head Tavern,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-023.jpg,William P. Chappel,1870s,Oil on slate paper,6 7/16 x 9 1/8 in. (16.4 x 23.2 cm),16.4,23.2
10444,54.90.498,Painting,Buttermilk Pedlar,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-053.jpg,William P. Chappel,1870s,Oil on slate paper,6 3/16 x 9 5/16 in. (15.7 x 23.6 cm),15.7,23.7
10445,54.90.505,Painting,Chimney Sweeps,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-047.jpg,William P. Chappel,1870s,Oil on slate paper,6 1/16 x 9 5/16 in. (15.4 x 23.7 cm),15.4,23.7
10446,54.90.500,Painting,City Watchman,The American Wing,https://images.metmuseum.org/CRDImages/ad/original/DP-1427-051.jpg,William P. Chappel,1870s,Oil on slate paper,6 1/8 x 9 1/8 in. (15.6 x 23.2 cm),15.6,23.2
