objectID,artistDisplayName,title,objectDate,medium,dimensions,department,img_id,img_url,img_area,eye_count
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_009,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_009.avif,1656,4
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_010,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_010.avif,1892,1
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_011,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_011.avif,2352,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_012,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_012.avif,3136,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_013,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_013.avif,2340,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_014,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_014.avif,3016,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_015,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_015.avif,2842,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_016,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_016.avif,2444,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_017,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_017.avif,2178,1
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_018,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_018.avif,2323,2
37841,,The Twenty Tirthankaras: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37841_019,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37841_019.avif,1958,2
37842,,Queen Trisala and the Newborn Mahavira: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37842_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37842_000.avif,644,1
37842,,Queen Trisala and the Newborn Mahavira: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37842_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37842_001.avif,3185,2
37843,,Mahavira Distributes Wealth: Folio from a Kalpasutra Manuscript,1461 (Samvat 1519),"Ink, opaque watercolor, and gold on paper",4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37843_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37843_000.avif,6110,3
37844,,The Siege of Ujjain and the Magic She-Ass: Folio from the Kalakacarya Section of a Kalpasutra Manuscript,16th century,"Ink, opaque watercolor, and gold on paper",Overall: 4 1/2 x 11 1/4 in. (11.5 x 28.6 cm),Asian Art,37844_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37844_000.avif,2204,2
37844,,The Siege of Ujjain and the Magic She-Ass: Folio from the Kalakacarya Section of a Kalpasutra Manuscript,16th century,"Ink, opaque watercolor, and gold on paper",Overall: 4 1/2 x 11 1/4 in. (11.5 x 28.6 cm),Asian Art,37844_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37844_001.avif,2050,1
37844,,The Siege of Ujjain and the Magic She-Ass: Folio from the Kalakacarya Section of a Kalpasutra Manuscript,16th century,"Ink, opaque watercolor, and gold on paper",Overall: 4 1/2 x 11 1/4 in. (11.5 x 28.6 cm),Asian Art,37844_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37844_002.avif,1900,2
37844,,The Siege of Ujjain and the Magic She-Ass: Folio from the Kalakacarya Section of a Kalpasutra Manuscript,16th century,"Ink, opaque watercolor, and gold on paper",Overall: 4 1/2 x 11 1/4 in. (11.5 x 28.6 cm),Asian Art,37844_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37844_004.avif,3240,3
37845,,Parsvanatha's Austerities: Folio from a Kalpasutra Manuscript,15th century,"Ink, opaque watercolor, and gold on paper",Overall: 4 3/8 x 10 1/8 in. (11.1 x 25.7 cm),Asian Art,37845_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37845_000.avif,6342,2
37846,Sa Nana,Krishna and the Kshatriya Maidens Proceed to Dvaraka: page from a  Bhagavata Purana series,ca. 1520–30,Ink and opaque watercolor on paper,"Image: 6 3/4 in. × 9 in. (17.1 × 22.9 cm)
Sheet: 7 in. × 9 3/8 in. (17.8 × 23.8 cm)",Asian Art,37846_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37846_002.avif,1736,3
37847,,Krishna and the Cowherds: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1520–30,Ink and opaque watercolor on paper,7 1/8 x 9 1/4 in. (18.1 x 23.5 cm),Asian Art,37847_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37847_000.avif,600,0
37847,,Krishna and the Cowherds: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1520–30,Ink and opaque watercolor on paper,7 1/8 x 9 1/4 in. (18.1 x 23.5 cm),Asian Art,37847_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37847_002.avif,891,2
37848,Master of the Dispersed Bhagavata Purana,Nanda and Vasudeva: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1520–30,Ink and opaque watercolor on paper,Sheet: 7 in. × 9 3/8 in. (17.8 × 23.8 cm),Asian Art,37848_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37848_001.avif,1334,2
37848,Master of the Dispersed Bhagavata Purana,Nanda and Vasudeva: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1520–30,Ink and opaque watercolor on paper,Sheet: 7 in. × 9 3/8 in. (17.8 × 23.8 cm),Asian Art,37848_005,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37848_005.avif,960,3
37848,Master of the Dispersed Bhagavata Purana,Nanda and Vasudeva: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1520–30,Ink and opaque watercolor on paper,Sheet: 7 in. × 9 3/8 in. (17.8 × 23.8 cm),Asian Art,37848_006,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37848_006.avif,280,0
37848,Master of the Dispersed Bhagavata Purana,Nanda and Vasudeva: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1520–30,Ink and opaque watercolor on paper,Sheet: 7 in. × 9 3/8 in. (17.8 × 23.8 cm),Asian Art,37848_008,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37848_008.avif,600,1
37850,,Bhima Slays Jarasandha: Page from a Bhagavata Purana Manuscript,ca. 1540,Opaque watercolor and ink on paper,6 3/4 x 9 1/16 in. (17.1 x 23 cm),Asian Art,37850_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37850_000.avif,2240,1
37850,,Bhima Slays Jarasandha: Page from a Bhagavata Purana Manuscript,ca. 1540,Opaque watercolor and ink on paper,6 3/4 x 9 1/16 in. (17.1 x 23 cm),Asian Art,37850_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37850_001.avif,1196,2
37851,,Bairadi Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1605–6,Ink and opaque watercolor on paper,8 1/4 x 6 1/8 in. (21 x 15.6 cm),Asian Art,37851_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37851_000.avif,578,2
37851,,Bairadi Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1605–6,Ink and opaque watercolor on paper,8 1/4 x 6 1/8 in. (21 x 15.6 cm),Asian Art,37851_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37851_001.avif,660,1
37852,,Ramkali Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1605–06,Ink and opaque watercolor on paper,6 1/2 × 4 3/4 in. (16.5 × 12.1 cm),Asian Art,37852_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37852_000.avif,2346,1
37852,,Ramkali Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1605–06,Ink and opaque watercolor on paper,6 1/2 × 4 3/4 in. (16.5 × 12.1 cm),Asian Art,37852_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37852_001.avif,2992,1
37853,,Malavakusika Raga: Page from a Dispersed Ragmala Series (Garland of Musical Modes),early 17th century,"Ink, opaque watercolor, and gold on paper",Image: 8 5/8 x 7 3/8 in. (21.9 x 18.7 cm),Asian Art,37853_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37853_000.avif,4136,1
37853,,Malavakusika Raga: Page from a Dispersed Ragmala Series (Garland of Musical Modes),early 17th century,"Ink, opaque watercolor, and gold on paper",Image: 8 5/8 x 7 3/8 in. (21.9 x 18.7 cm),Asian Art,37853_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37853_001.avif,3240,1
37854,,Vilaval Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1680,Ink and opaque watercolor on paper,8 3/4 x 6 3/8 in. (22.2 x 16.2 cm),Asian Art,37854_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37854_000.avif,924,1
37854,,Vilaval Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1680,Ink and opaque watercolor on paper,8 3/4 x 6 3/8 in. (22.2 x 16.2 cm),Asian Art,37854_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37854_001.avif,1050,1
37854,,Vilaval Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1680,Ink and opaque watercolor on paper,8 3/4 x 6 3/8 in. (22.2 x 16.2 cm),Asian Art,37854_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37854_002.avif,774,2
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_000.avif,3055,1
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_001.avif,1539,1
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_002.avif,1250,1
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_003.avif,1248,2
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_004.avif,1922,1
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_005,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_005.avif,2310,1
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_006,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_006.avif,1653,1
37855,,Krishna's Parents Search for Him,ca. 1615,Ink and opaque watercolor on paper,5 1/8 x 5 1/8 in. (13 x 13 cm),Asian Art,37855_007,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37855_007.avif,2337,1
37857,,Bhairavi Ragini: Folio from a ragamala series (Garland of Musical Modes),ca. 1640–50,"Opaque watercolor, silver, gold and ink on paper","Page: 10 9/16 x 8 1/16 in. (26.8 x 20.5 cm)
Image: 9 x 6 1/2 in. (22.9 x 16.5 cm)",Asian Art,37857_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37857_000.avif,2470,1
37858,,Raga Desakar,early 18th century,"Ink, opaque watercolor, and gilt on paper",9 1/8 x 7 1/2 in. (23.2 x 19.1 cm),Asian Art,37858_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37858_001.avif,858,1
37859,,"Vairari Ragini, Wife of Bhairav Raga: Page from a Dispersed Ragamala Series (Garland of Musical Modes)",early 18th century,"Ink, opaque watercolor, and gilt on paper",13 3/4 x 9 3/4 in. (34.9 x 24.8 cm),Asian Art,37859_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37859_000.avif,1250,1
37859,,"Vairari Ragini, Wife of Bhairav Raga: Page from a Dispersed Ragamala Series (Garland of Musical Modes)",early 18th century,"Ink, opaque watercolor, and gilt on paper",13 3/4 x 9 3/4 in. (34.9 x 24.8 cm),Asian Art,37859_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37859_001.avif,1056,1
37860,,Bangali Ragini: Folio from a ragamala series (Garland of Musical Modes),1709,"Ink, opaque watercolor, and gilt on paper",13 3/4 x 9 1/8 in. (34.9 x 23.2 cm),Asian Art,37860_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37860_001.avif,594,1
37861,,Unidentified Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1610,Ink and opaque watercolor on paper,6 5/8 × 9 3/4 in. (16.8 × 24.8 cm),Asian Art,37861_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37861_000.avif,3906,1
37861,,Unidentified Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1610,Ink and opaque watercolor on paper,6 5/8 × 9 3/4 in. (16.8 × 24.8 cm),Asian Art,37861_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37861_001.avif,2450,1
37861,,Unidentified Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1610,Ink and opaque watercolor on paper,6 5/8 × 9 3/4 in. (16.8 × 24.8 cm),Asian Art,37861_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37861_002.avif,2680,2
37861,,Unidentified Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1610,Ink and opaque watercolor on paper,6 5/8 × 9 3/4 in. (16.8 × 24.8 cm),Asian Art,37861_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37861_003.avif,5254,1
37861,,Unidentified Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1610,Ink and opaque watercolor on paper,6 5/8 × 9 3/4 in. (16.8 × 24.8 cm),Asian Art,37861_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37861_004.avif,2368,1
37862,,The Brahmin Delivers Rukmini's Letter to Krishna: Page from a Dispersed Bhagavata Purana (Ancient Stories of Lord Vishnu),ca. 1610,Ink and opaque watercolor on paper,6 3/4 x 9 7/8 in. (17.1 x 25.1 cm),Asian Art,37862_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37862_000.avif,3608,1
37865,Ibrahim,A Lady and Her Duenna: Page from a Dispersed Rasikapriya (Lover's Breviary),1685–92,Ink and opaque watercolor on paper,Overall: 9 1/2 x 5 5/8 in. (24.1 x 14.3 cm),Asian Art,37865_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37865_001.avif,416,1
37866,"Ustad Mohamed, son of Murad",A Lady Applying Henna to Her Raised Foot,ca. 1725,"Ink, opaque watercolor, and gold on paper",5 11/16 x 2 1/4 in. (14.4 x 5.7 cm),Asian Art,37866_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37866_000.avif,910,2
37867,,A Lady Walking at Night Holding an Oil Lamp,ca. 1725,Ink and opaque watercolor on paper,5 5/8 x 2 5/8 in. (14.3 x 6.7 cm),Asian Art,37867_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37867_000.avif,9225,2
37868,,Two Court Ladies with Fireworks,ca. 1725,Ink and opaque watercolor on paper,6 11/16 x 2 7/8 in. (17 x 7.3 cm),Asian Art,37868_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37868_000.avif,1430,2
37868,,Two Court Ladies with Fireworks,ca. 1725,Ink and opaque watercolor on paper,6 11/16 x 2 7/8 in. (17 x 7.3 cm),Asian Art,37868_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37868_001.avif,2190,2
37871,,Shri Raga: Folio from a ragamala series (Garland of Musical Modes),mid-17th century,Ink and opaque watercolor on paper,8 1/4 x 4 3/4 in. (20.9 x 12.1 cm),Asian Art,37871_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37871_000.avif,1276,2
37871,,Shri Raga: Folio from a ragamala series (Garland of Musical Modes),mid-17th century,Ink and opaque watercolor on paper,8 1/4 x 4 3/4 in. (20.9 x 12.1 cm),Asian Art,37871_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37871_001.avif,1944,1
37871,,Shri Raga: Folio from a ragamala series (Garland of Musical Modes),mid-17th century,Ink and opaque watercolor on paper,8 1/4 x 4 3/4 in. (20.9 x 12.1 cm),Asian Art,37871_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37871_002.avif,1888,2
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_000.avif,496,0
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_001.avif,1300,1
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_002.avif,345,1
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_003.avif,580,1
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_004,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_004.avif,680,1
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_006,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_006.avif,882,1
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_007,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_007.avif,416,1
37872,,Four Love Scenes and a Landscape: Page from a Dispersed Raskapriya,ca. 1700,Ink and opaque watercolor on paper,"Image: 11 1/4 × 7 7/8 in. (28.6 × 20 cm)
Sheet: 12 1/4 × 8 3/8 in. (31.1 × 21.3 cm)",Asian Art,37872_008,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37872_008.avif,629,1
37873,,Lady Musician Playing a Sitar,ca. 1800,Ink and opaque watercolor on paper,6 5/16 x 3 15/16 in. (16 x 10 cm),Asian Art,37873_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37873_000.avif,2255,1
37874,,"Chandravimba Ragaputra:  Page from a Dispersed ""Boston"" Ragamala Series (Garland of Musical Modes)",ca. 1760,"Ink, opaque watercolor, and silver on paper",7 3/8 x 4 15/16 in. (18.7 x 12.5 cm),Asian Art,37874_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37874_000.avif,392,2
37876,,Portrait of Thakur Utham Ram,ca. 1760,"Ink, opaque watercolor, and silver on paper",8 3/4 x 10 3/4 in. (22.2 x 27.3 cm),Asian Art,37876_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37876_000.avif,14240,1
37877,Sahib Ram,Head of Krishna: cartoon for a mural of the Raslila,ca. 1800,Ink and opaque watercolor on paper,27 1/4 × 18 1/2 in. (69.2 × 47 cm),Asian Art,37877_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37877_000.avif,104667,2
37880,,An Encampment of Yogis,ca. 1660,Ink and opaque watercolor on paper,5 7/8 x 4 1/4 in. (14.9 x 10.8 cm),Asian Art,37880_000,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37880_000.avif,7178,1
37880,,An Encampment of Yogis,ca. 1660,Ink and opaque watercolor on paper,5 7/8 x 4 1/4 in. (14.9 x 10.8 cm),Asian Art,37880_001,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37880_001.avif,24610,2
37880,,An Encampment of Yogis,ca. 1660,Ink and opaque watercolor on paper,5 7/8 x 4 1/4 in. (14.9 x 10.8 cm),Asian Art,37880_002,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37880_002.avif,31494,2
37880,,An Encampment of Yogis,ca. 1660,Ink and opaque watercolor on paper,5 7/8 x 4 1/4 in. (14.9 x 10.8 cm),Asian Art,37880_003,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37880_003.avif,15660,2
37880,,An Encampment of Yogis,ca. 1660,Ink and opaque watercolor on paper,5 7/8 x 4 1/4 in. (14.9 x 10.8 cm),Asian Art,37880_005,https://raw.githubusercontent.com/acervos-digitais/met-faces-data/refs/heads/main/image/eyes-color-aligned-01/37880_005.avif,6710,2
